source,State,District,Rivers / Streams,start_date
news_reports,Andhra Pradesh,Kurnool,Tungabhadra,2019-05-10 18:30:00+00
news_reports,Odisha,Bhadrak,Baitrani,2020-07-17 18:30:00+00
news_reports,Gujarat,Rajkot,Bhadar,2018-02-09 18:30:00+00
news_reports,Gujarat,Amreli,Dhatarwadi,2018-07-30 18:30:00+00
news_reports,Gujarat,Junagadh,N/A,2017-01-28 18:30:00+00
news_reports,Assam,Cachar,Barak,2022-11-24 18:30:00+00
news_reports,Gujarat,Jamnagar,"Und (Gujarat), Pataliya",2015-06-11 18:30:00+00
news_reports,Gujarat,"Dohad, Vadodara, Panch Mahals",Panam,2023-06-25 18:30:00+00
news_reports,Gujarat,"Ahmadabad, Vadodara, Kachchh",N/A,2022-01-15 18:30:00+00
news_reports,"Rajasthan, Uttar Pradesh, Madhya Pradesh",Etawah,Chambal,2026-04-18 22:00:00+00
news_reports,Gujarat,"Gandhinagar, Banas Kantha",N/A,2020-01-08 18:30:00+00
news_reports,Gujarat,"Ahmadabad, Gandhinagar, Anand, Surendranagar, Mahesana, Sabar Kantha",N/A,2016-10-03 18:30:00+00
news_reports,Gujarat,Bharuch,Narmada,2023-04-26 18:30:00+00
news_reports,"Haryana, Himachal Pradesh",Solan,Sutlej,2023-07-30 18:30:00+00
news_reports,Goa,North Goa,N/A,2023-11-04 18:30:00+00
news_reports,"Madhya Pradesh, Uttar Pradesh","Panna, Banda, Chhatarpur",Ken,2023-07-15 18:30:00+00
news_reports,Karnataka,"Bagalkot, Bangalore Rural, Belgaum, Bijapur, chamarajanagar, Chikkaballapura, Chikmagalur, Dakshina Kannada, Gadag, Gulbarga, Haveri, Kolar, Mandya, Shimoga, Tumkur, Udupi, Uttara Kannada, Bangalore, Bellary, Bidar, Chitradurga, Davanagere, Dharwad, Hassan, Kodagu, Koppal, Mysore, Raichur, Ramanagara, Yadgir",N/A,2023-07-28 18:30:00+00
news_reports,Bihar,Gaya,"Sone, Falgu, Mohar, Jamune",2026-04-12 22:00:00+00
news_reports,"Madhya Pradesh, Rajasthan, Uttar Pradesh",Dhaulpur,Chambal,2023-07-26 18:30:00+00
news_reports,Haryana,Sonipat,yamuna,2023-07-27 18:30:00+00
news_reports,N/A,N/A,N/A,2023-08-09 18:30:00+00
news_reports,Tamil Nadu,"Chennai, Tiruchirappalli","Kollidam, Vaippar",2023-05-17 18:30:00+00
news_reports,Telangana,Peddapalli,Manair,2023-07-27 18:30:00+00
news_reports,Chandigarh,Chandigarh,N/A,2023-08-13 18:30:00+00
news_reports,Madhya Pradesh,Sheopur,Chambal,2023-08-16 18:30:00+00
news_reports,Bihar,Bhojpur,"Sone ",2023-05-16 18:30:00+00
news_reports,Bihar,Bhojpur,Sone,2023-08-17 18:30:00+00
news_reports,N/A,N/A,N/A,2023-08-17 18:30:00+00
news_reports,Punjab,"Shahid Bhagat Singh Nagar, Rupnagar",Sutlej,2022-01-28 18:30:00+00
news_reports,Karnataka,Dakshina Kannada,Phalguni,2023-08-20 18:30:00+00
news_reports,Bihar,Gaya,Falgu,2023-08-20 18:30:00+00
news_reports,Odisha,Ganjam,"Bahuda, Rushikulya",2023-08-18 18:30:00+00
news_reports,Odisha,Baleshwar,Subarnarekha,2023-08-10 18:30:00+00
news_reports,Punjab,Jalandhar,Sutlej,2022-11-22 18:30:00+00
news_reports,Karnataka,Yadgir,Krishna,2023-08-24 18:30:00+00
news_reports,Haryana,Karnal,"yamuna, Ghaggar, Markanda",2023-08-29 18:30:00+00
news_reports,N/A,N/A,N/A,2023-08-25 18:30:00+00
news_reports,Madhya Pradesh,Bhopal,N/A,2023-05-15 18:30:00+00
news_reports,Haryana,Yamunanagar,yamuna,2023-08-28 18:30:00+00
news_reports,Tamil Nadu,Dindigul,Amaravathi,2023-08-25 18:30:00+00
news_reports,Tamil Nadu,"Tiruchirappalli, Namakkal, Vellore, Karur",N/A,2023-09-14 18:30:00+00
news_reports,Arunanchal Pradesh,Namsai,N/A,2023-05-04 18:30:00+00
news_reports,Tamil Nadu,"Thiruvarur, Vellore, Kancheepuram, Viluppuram, Pudukkottai",N/A,2023-09-12 18:30:00+00
news_reports,N/A,N/A,N/A,2023-09-11 18:30:00+00
news_reports,Haryana,Sonipat,N/A,2023-09-10 18:30:00+00
news_reports,West Bengal,Paschim Bardhaman,"Damodar, Ajay",2023-09-11 18:30:00+00
news_reports,West Bengal,Purba Bardhaman,"Ajay, Damodar",2023-06-27 18:30:00+00
news_reports,West Bengal,Purba Bardhaman,Bhagirathi,2022-06-07 18:30:00+00
news_reports,West Bengal,Paschim Bardhaman,N/A,2021-08-26 18:30:00+00
news_reports,Punjab,Ludhiana,Sutlej,2022-11-22 18:30:00+00
news_reports,Haryana,Yamunanagar,N/A,2023-09-09 18:30:00+00
news_reports,Tamil Nadu,Thoothukkudi,Thamirabarani,2023-09-16 18:30:00+00
news_reports,Tamil Nadu,Chennai,N/A,2023-09-16 18:30:00+00
news_reports,Jammu & Kashmir,"Kulgam, Pulwama, Shupiyan, Badgam, Kupwara, Ganderbal, Bandipore, Baramula","Vaishav, Jhelum, Doodh Ganga",2023-08-22 18:30:00+00
news_reports,Tamil Nadu,"Tiruchirappalli, Vellore, Namakkal, Karur",N/A,2023-09-16 18:30:00+00
news_reports,Jharkhand,Dhanbad,N/A,2023-09-09 18:30:00+00
news_reports,West Bengal,Howrah/Haora,Damodar,2023-09-23 18:30:00+00
news_reports,Tamil Nadu,Tiruchirappalli,Ponnaiyar,2023-05-10 18:30:00+00
news_reports,Uttarakhand,"Nainital, Almora, Bageshwar, Chamoli, Pithoragarh, Rudraprayag, Uttarkashi, Champawat, Dehradun, Garhwal, Hardwar, Tehri Garhwal, Udham Singh Nagar","Gaula ",2023-07-17 18:30:00+00
news_reports,"Chhattisgarh, Bihar, West Bengal, Odisha, Jharkhand, Assam, Manipur","Madhepura, Saran, Rohtas, Patna, Bhagalpur, Jamui, Vaishali, Begusarai, Birbhum, Purba Bardhaman, Purbi Champaran","Ganga, Sone, Chandan, Bhudiya, Mahananda, Barmar, Kiul",2023-03-10 18:30:00+00
news_reports,West Bengal,"Bankura, Paschim Bardhaman",Damodar,2023-08-18 18:30:00+00
news_reports,West Bengal,Birbhum,N/A,2022-11-07 18:30:00+00
news_reports,Bihar,Jamui,"Barnar river, Barnar",2023-09-24 18:30:00+00
news_reports,Himachal Pradesh,Solan,Balad,2023-09-25 18:30:00+00
news_reports,Tamil Nadu,"Thoothukkudi, Tirunelveli, Kanniyakumari",Tamirabarani,2023-09-24 18:30:00+00
news_reports,Karnataka,"Bagalkot, Bangalore Rural, Bangalore, Belgaum, Bellary, Bidar, Bijapur, chamarajanagar, Chikkaballapura, Chikmagalur, Chitradurga, Dakshina Kannada, Davanagere, Dharwad, Gadag, Gulbarga, Hassan, Haveri, Kodagu, Kolar, Koppal, Mandya, Mysore, Raichur, Ramanagara, Shimoga, Tumkur, Udupi, Uttara Kannada, Yadgir",N/A,2021-02-11 18:30:00+00
news_reports,"Goa, Maharashtra","North Goa, Sindhudurg, South Goa","Chapora, Terekhol ",2023-09-27 18:30:00+00
news_reports,Jharkhand,Ranchi,N/A,2023-09-29 18:30:00+00
news_reports,"Goa, Maharashtra","South Goa, North Goa, Sindhudurg","Terekhol ",2023-09-27 18:30:00+00
news_reports,Uttar Pradesh,Gautam Buddha Nagar,yamuna,2023-09-29 18:30:00+00
news_reports,Karnataka,Udupi,N/A,2023-09-27 18:30:00+00
news_reports,Rajasthan,Jodhpur,Luni,2019-06-08 18:30:00+00
news_reports,"Gujarat, Madhya Pradesh","Narmada, Bharuch, Barwani, Dhar",Narmada,2022-05-09 18:30:00+00
news_reports,West Bengal,"Bankura, Dakshin Dinajpur, Kolkata, Murshidabad, Paschim Medinipur, Purba Medinipur, Puruliya, Uttar Dinajpur, Birbhum, Jalpaiguri, Nadia, Darjeeling, Kalimpong, Alipurduar, Jhargram, Paschim Bardhaman, Purba Bardhaman, North 24 Parganas, South 24 Parganas, Howrah/Haora, Malda, Cooch Behar, Hugli / Hooghly","Ganga, Hooghly",2023-10-04 18:30:00+00
news_reports,Goa,North Goa,N/A,2023-11-01 18:30:00+00
news_reports,Jharkhand,East Singhbum,N/A,2023-10-06 18:30:00+00
news_reports,Goa,"North Goa, South Goa",Paliem river,2023-10-07 18:30:00+00
news_reports,Karnataka,Bellary,N/A,2023-10-03 18:30:00+00
news_reports,Odisha,"Kalahandi, Koraput","Jhanjhabati , Nagavali",2023-10-03 18:30:00+00
news_reports,Goa,"North Goa, South Goa","Mapusa, Valvanti, Khandepar, Sinquerim, Mandovi, Zuari, Terekhol , Chapora",2023-10-03 18:30:00+00
news_reports,Tamil Nadu,"Ariyalur, Dharmapuri, Dindigul, Krishnagiri, Namakkal, Perambalur, Pudukkottai, The Nilgiris, Ramanathapuram, Thiruvarur, Thoothukkudi, Tiruchirappalli, Tiruvannamalai, Vellore, Virudhunagar, Nagapattinam, Chennai, Coimbatore, Cuddalore, Erode, Kancheepuram, Kanniyakumari, Tiruppur, Thiruvallur, Sivaganga, Madurai, Karur, Salem, Thanjavur, Theni, Tirunelveli, Viluppuram",N/A,2023-10-08 18:30:00+00
news_reports,West Bengal,Darjeeling,Balason,2023-03-07 18:30:00+00
news_reports,Goa,South Goa,N/A,2022-09-02 18:30:00+00
news_reports,"Uttar Pradesh, Madhya Pradesh","Jhansi, Lalitpur, Jalaun, Hamirpur, Mahoba, Banda, Chitrakoot, Datia, Tikamgarh, Chhatarpur, Panna, Sagar, Damoh","Ken, yamuna",2018-04-22 15:00:00+00
news_reports,Tamil Nadu,"Chennai, Thanjavur, Viluppuram, Tiruchirappalli, Madurai",N/A,2023-10-14 18:30:00+00
news_reports,Maharashtra,Jalgaon,"Tapi, Girna",2023-01-16 18:30:00+00
news_reports,Telangana,Mulug,N/A,2023-10-20 23:00:00+00
news_reports,Punjab,"Barnala, Mansa, Sangrur",N/A,2023-10-21 23:00:00+00
news_reports,Bihar,Banka,N/A,2020-10-26 15:00:00+00
news_reports,Haryana,Yamunanagar,yamuna,2022-11-21 18:30:00+00
news_reports,Gujarat,Devbhumi Dwarka,N/A,2020-06-23 23:00:00+00
news_reports,Tamil Nadu,Tiruchirappalli,N/A,2023-10-22 23:00:00+00
news_reports,Bihar,Patna,N/A,2023-10-16 23:00:00+00
news_reports,"Chandigarh, Punjab",Chandigarh,N/A,2023-10-21 23:00:00+00
news_reports,Uttarakhand,"Dehradun, Hardwar","Gaula ",2023-10-27 18:30:00+00
news_reports,Karnataka,Dakshina Kannada,N/A,2023-10-27 23:00:00+00
news_reports,Assam,Dhubri,N/A,2023-11-04 18:30:00+00
news_reports,Haryana,Yamunanagar,yamuna,2022-11-20 18:30:00+00
news_reports,Odisha,Ganjam,N/A,2023-11-03 18:30:00+00
news_reports,Odisha,Ganjam,Bahuda,2023-10-20 18:30:00+00
news_reports,Goa,North Goa,N/A,2023-11-01 18:30:00+00
news_reports,Rajasthan,"Nagaur, Sawai Madhopur","Luni, Banas, katli",2023-11-06 18:30:00+00
news_reports,Andhra Pradesh,Guntur,N/A,2023-11-14 18:30:00+00
news_reports,Bihar,"Patna, Bhojpur",N/A,2023-11-01 18:30:00+00
news_reports,Karnataka,Bangalore,N/A,2023-11-06 18:30:00+00
news_reports,N/A,N/A,N/A,2023-11-06 18:30:00+00
news_reports,West Bengal,Paschim Medinipur,Kangsabati,2023-11-07 18:30:00+00
news_reports,Maharashtra,Thane,Thane Creek,2023-11-08 18:30:00+00
news_reports,Maharashtra,Mumbai,Vaitarna,2023-11-07 18:30:00+00
news_reports,Maharashtra,Mumbai,Vaitarna,2023-11-07 18:30:00+00
news_reports,Maharashtra,Mumbai,N/A,2023-11-01 18:30:00+00
news_reports,Maharashtra,"Akola, Bhandara, Buldana, Chandrapur, Jalgaon, Jalna, Kolhapur, Mumbai, Mumbai Suburban, Nagpur, Nanded, Pune, Raigarh, Solapur, Thane, Washim, Yavatmal, Ahmadnagar, Amravati, Aurangabad, Bid, Dhule, Gadchiroli, Gondiya, Hingoli, Latur, Nandurbar, Nashik, Osmanabad, Parbhani, Ratnagiri, Sangli, Satara, Sindhudurg, Wardha",N/A,2023-04-06 18:30:00+00
news_reports,"Telangana, Andhra Pradesh",Guntur,N/A,2023-08-25 18:30:00+00
news_reports,Maharashtra,Jalgaon,N/A,2023-04-09 18:30:00+00
news_reports,Bihar,"Jamui, Vaishali, Patna, Bhojpur, Rohtas, Aurangabad, Saran",N/A,2023-11-15 18:30:00+00
news_reports,Odisha,Mayurbhanj,N/A,2023-11-14 18:30:00+00
news_reports,Tamil Nadu,Chennai,N/A,2023-11-27 18:30:00+00
news_reports,West Bengal,"Puruliya, Bankura, Purba Bardhaman, Paschim Bardhaman",Damodar,2023-11-14 18:30:00+00
news_reports,Andhra Pradesh,Sri Potti Sriramulu Nellore,N/A,2023-11-13 18:30:00+00
news_reports,West Bengal,Jalpaiguri,"Teesta, Leesh, chel, Ghish, Diana, Reti, Sukriti, Jaldhaka, Neora, Zuranti, Mal",2023-11-11 18:30:00+00
news_reports,Tamil Nadu,"Tiruchirappalli, Thanjavur",Kodikalkarai,2023-11-11 18:30:00+00
news_reports,Haryana,Sonipat,yamuna,2023-04-18 18:30:00+00
news_reports,Assam,"Dhubri, Kokrajhar",Gangadhar,2023-11-10 18:30:00+00
news_reports,Madhya Pradesh,Narmadapuram,Narmada,2023-11-10 18:30:00+00
news_reports,Bihar,"Patna, Aurangabad, Bhojpur, Gaya, Saran, Jamui",Sone,2023-11-17 18:30:00+00
news_reports,Assam,"Dhubri, Kokrajhar",Tipkai,2023-11-16 18:30:00+00
news_reports,Bihar,Jamui,N/A,2023-11-16 18:30:00+00
news_reports,Himachal Pradesh,"Kullu, Mandi, Kangra, Hamirpur","Beas, Sutlej, yamuna, Chakki, Swan, Ravi",2023-11-16 18:30:00+00
news_reports,Assam,Dibrugarh,Brahmaputra,2023-11-15 18:30:00+00
news_reports,Punjab,Jalandhar,Sutlej,2022-11-19 18:30:00+00
news_reports,Andhra Pradesh,Krishna,"Krishna, Munneru",2023-11-15 18:30:00+00
news_reports,Arunanchal Pradesh,Namsai,N/A,2023-05-04 18:30:00+00
news_reports,Rajasthan,Ajmer,Luni,2022-08-19 18:30:00+00
news_reports,Rajasthan,Jaipur,N/A,2021-06-25 18:30:00+00
news_reports,Punjab,"Ludhiana, Jalandhar, Rupnagar, Shahid Bhagat Singh Nagar",Beas,2023-11-20 18:30:00+00
news_reports,Bihar,"Madhubani, Jamui, Aurangabad, Patna","Sone, Gandak, Ganga, Kosi (Uttarakhand), Parman",2023-11-19 18:30:00+00
news_reports,Bihar,"Jamui, Madhubani","Sone, Ganga, Gandak, Kosi (Uttarakhand), Parman",2023-11-19 18:30:00+00
news_reports,Andhra Pradesh,"Chittoor, Y.s.r., Guntur, Krishna, Mahbubnagar, Medak, Nizamabad, Prakasam, Visakhapatnam, Warangal, Anantapur, East Godavari, Hyderabad, Karimnagar, Khammam, Kurnool, Nalgonda, Sri Potti Sriramulu Nellore, Rangareddy, Srikakulam, Vizianagaram, West Godavari",N/A,2023-11-09 18:30:00+00
news_reports,Andhra Pradesh,East Godavari,N/A,2023-11-19 18:30:00+00
news_reports,Tamil Nadu,Karur,N/A,2023-11-19 18:30:00+00
news_reports,Andhra Pradesh,Krishna,N/A,2023-11-19 18:30:00+00
news_reports,Tamil Nadu,"Tiruchirappalli, Viluppuram, Dindigul",Kaveri,2023-11-17 18:30:00+00
news_reports,West Bengal,Darjeeling,Chenga,2023-11-17 18:30:00+00
news_reports,"Haryana, Himachal Pradesh",Ambala,"Trilokpur, Markanda",2023-11-18 18:30:00+00
news_reports,"Jharkhand, Bihar","Dumka, Araria, Aurangabad, Begusarai, Buxar, Gaya, Jamui, Kishanganj, Madhepura, Madhubani, Pashchim Champaran, Patna, Rohtas, Saharsa, Samastipur, Sheohar, Sitamarhi, Siwan, Supaul, Jehanabad, Giridih, Gumla, Hazaribagh, Palamu, Ramgarh, Simdega, Banka, Bhagalpur, Bhojpur, Darbhanga, Gopalganj, Katihar, Khagaria, Lakhisarai, Munger, Muzaffarpur, Nalanda, Nawada, Purnia, Saran, Sheikhpura, Vaishali, Arwal, Bokaro, Chatra, Deoghar, Dhanbad, Garhwa, Godda, Jamtara, Khunti, Latehar, Lohardaga, Pakur, Ranchi, Saraikela-kharsawan, Purbi Champaran, Kaimur (Bhabua), Koderma, West Singhbum, East Singhbum, Sahebganj",N/A,2023-11-18 18:30:00+00
news_reports,West Bengal,Birbhum,"Brahmani, Mayurakshi, Ajay",2022-03-27 18:30:00+00
news_reports,Odisha,Dhenkanal,N/A,2023-11-18 18:30:00+00
news_reports,Punjab,Rupnagar,N/A,2023-11-20 18:30:00+00
news_reports,"Bihar, Jharkhand","Bhojpur, Jamui, Nawada, Rohtas, Aurangabad, Patna, Banka, Saran, Gaya, Vaishali, Garhwa, Palamu, Kaimur (Bhabua)",Sone,2023-11-20 18:30:00+00
news_reports,Punjab,Gurdaspur,N/A,2023-05-10 18:30:00+00
news_reports,N/A,N/A,"Ganga, Brahmaputra, Mahanadi",2023-11-19 18:30:00+00
news_reports,"Assam, Meghalaya",Kamrup,"Singra, Brahmaputra",2023-11-20 18:30:00+00
news_reports,Goa,North Goa,Chapora,2023-11-19 18:30:00+00
news_reports,Uttar Pradesh,Ghaziabad,yamuna,2022-11-18 18:30:00+00
news_reports,Telangana,"Adilabad, Bhadradri Kothagudem, Hanumakonda, Hyderabad, Jangoan, Jayashankar Bhoopalpally, Jogulamba Gadwal, Jagtial, Kamareddy, Mahabubabad, Mahabubnagar, Komaram Bheem Asifabad, Mancherial, Medak, Khammam, Medchal-Malkajgiri, Mulug, Nagarkurnool, Karimnagar, Nalgonda, Rajanna Sircilla, Rangareddy, Peddapalli, Sangareddy, Siddipet, Suryapet, Nizamabad, Vikarabad, Wanaparthy, Warangal, Nirmal, Yadadri Bhuvanagiri, Narayanpet",N/A,2023-11-21 18:30:00+00
news_reports,Odisha,Kendujhar,Vaitarna,2023-11-21 18:30:00+00
news_reports,Bihar,"Bhojpur, Patna, Jamui",Sone,2023-11-21 18:30:00+00
news_reports,Madhya Pradesh,"Singrauli, Morena, Bhind","Chambal, Parbati",2023-01-05 18:30:00+00
news_reports,"Bihar, Jharkhand","Bhojpur, Jamui, Nawada, Rohtas, Aurangabad, Patna, Banka, Saran, Gaya, Vaishali, Garhwa, Palamu, Kaimur (Bhabua)",Sone,2023-11-21 18:30:00+00
news_reports,Meghalaya,East Khasi Hills,Umkhen,2023-11-21 18:30:00+00
news_reports,Uttar Pradesh,Ghaziabad,yamuna,2023-11-22 18:30:00+00
news_reports,Haryana,"Faridabad, Gurgaon",N/A,2023-05-12 18:30:00+00
news_reports,Punjab,"Patiala, Rupnagar",Sutlej,2023-11-22 18:30:00+00
news_reports,Madhya Pradesh,Vidisha,Kewtan,2023-11-22 18:30:00+00
news_reports,Andhra Pradesh,"Krishna, Anantapur, Chittoor, Y.s.r., East Godavari, Guntur, Hyderabad, Medak, Nalgonda, Sri Potti Sriramulu Nellore, Mahbubnagar, Nizamabad, Prakasam, Kurnool, Rangareddy, Srikakulam, Visakhapatnam, Khammam, Vizianagaram, Warangal, West Godavari, Karimnagar",N/A,2023-11-23 18:30:00+00
news_reports,Goa,"North Goa, South Goa",N/A,2022-12-03 18:30:00+00
news_reports,Uttar Pradesh,Ballia,"Ghaghra, Sarayu",2023-11-23 18:30:00+00
news_reports,Tamil Nadu,"Dindigul, Erode, Kancheepuram, Kanniyakumari, Dharmapuri, Karur, Krishnagiri, Madurai, Cuddalore, Namakkal, Perambalur, Pudukkottai, Coimbatore, Ramanathapuram, Salem, Sivaganga, Chennai, Thanjavur, The Nilgiris, Theni, Thiruvallur, Ariyalur, Thiruvarur, Thoothukkudi, Tiruchirappalli, Virudhunagar, Nagapattinam, Tiruvannamalai, Tiruppur, Tirunelveli, Vellore, Viluppuram",N/A,2023-11-23 18:30:00+00
news_reports,Madhya Pradesh,Shahdol,N/A,2023-11-29 18:30:00+00
news_reports,Bihar,Patna,N/A,2023-05-11 18:30:00+00
news_reports,Punjab,Gurdaspur,Kasoor Nala,2023-11-24 18:30:00+00
news_reports,Goa,North Goa,Chapora,2023-06-01 18:30:00+00
news_reports,Goa,South Goa,Zuari,2022-09-01 18:30:00+00
news_reports,Goa,"North Goa, South Goa","Chapora, Mandovi, Zuari, Talpona, Mapusa, Valvanti, Khandepar, Sinquerim, Cumbarjua",2023-10-03 18:30:00+00
news_reports,Goa,South Goa,Zuari,2011-02-12 18:30:00+00
news_reports,Goa,South Goa,"Chapora, Zuari",2022-09-02 18:30:00+00
news_reports,Goa,"North Goa, South Goa","Mandovi, Zuari, Chapora, Terekhol , Mapusa, Valvanti, Khandepar, Sinquerim, Cumbarjua",2023-10-05 18:30:00+00
news_reports,Himachal Pradesh,Shimla,N/A,2023-05-01 18:30:00+00
news_reports,Goa,North Goa,Chapora,2023-07-05 18:30:00+00
news_reports,Goa,"North Goa, South Goa","Mandovi, Zuari",2022-11-18 18:30:00+00
news_reports,Goa,South Goa,Zuari,2023-11-25 18:30:00+00
news_reports,Punjab,Gurdaspur,Kasoor Nala,2023-11-25 18:30:00+00
news_reports,Punjab,Rupnagar,N/A,2023-11-27 18:30:00+00
news_reports,Madhya Pradesh,Shahdol,Sone,2023-11-27 18:30:00+00
news_reports,Punjab,Gurdaspur,N/A,2023-11-25 18:30:00+00
news_reports,Manipur,Imphal West,Sekmai,2023-05-03 18:30:00+00
news_reports,Uttar Pradesh,Ballia,"Sarayu, Ghaghra",2023-11-24 18:30:00+00
news_reports,Tamil Nadu,"Thanjavur, Tiruchirappalli, Karur, Ariyalur, Vellore",N/A,2023-11-24 18:30:00+00
news_reports,Tamil Nadu,"Thanjavur, Thiruvallur, Karur, Ariyalur, Vellore",N/A,2023-11-25 18:30:00+00
news_reports,Madhya Pradesh,Chhatarpur,N/A,2023-11-24 18:30:00+00
news_reports,Bihar,Jamui,N/A,2023-11-24 18:30:00+00
news_reports,Odisha,Sundargarh,N/A,2023-11-25 18:30:00+00
news_reports,Punjab,Gurdaspur,Sutlej,2023-11-25 18:30:00+00
news_reports,Madhya Pradesh,Khargone (West Nimar),Narmada,2022-11-19 18:30:00+00
news_reports,"West Bengal, Jharkhand, Odisha","Ranchi, Baleshwar, Mayurbhanj, East Singhbum",Subarnarekha,2023-11-28 18:30:00+00
news_reports,Odisha,Baleshwar,N/A,2023-11-28 18:30:00+00
news_reports,Tamil Nadu,Chennai,N/A,2023-11-28 18:30:00+00
news_reports,Rajasthan,Tonk,Banas,2023-11-27 18:30:00+00
news_reports,Madhya Pradesh,Shahdol,N/A,2023-11-27 18:30:00+00
news_reports,Punjab,"Firozpur, Gurdaspur, Hoshiarpur, Jalandhar, Kapurthala, Fatehgarh Sahib, Ludhiana, Mansa, Moga, Faridkot, Muktsar, Patiala, Rupnagar, Sahibzada Ajit Singh Nagar, Bathinda, Barnala, Sangrur, Shahid Bhagat Singh Nagar, Amritsar, Tarn Taran",N/A,2023-11-27 18:30:00+00
news_reports,"Tamil Nadu, Uttar Pradesh, Maharashtra, Haryana","Chennai, Ramanathapuram, Salem, Sivaganga, Pudukkottai, Thanjavur, The Nilgiris, Theni, Perambalur, Thiruvallur, Thiruvarur, Thoothukkudi, Namakkal, Tiruchirappalli, Tirunelveli, Tiruppur, Madurai, Tiruvannamalai, Krishnagiri, Karur, Kancheepuram, Erode, Virudhunagar, Viluppuram, Kanniyakumari, Dindigul, Dharmapuri, Cuddalore, Coimbatore, Vellore, Nagapattinam, Ariyalur",N/A,2023-11-27 18:30:00+00
news_reports,Tamil Nadu,"Chennai, Dindigul, Erode, Kancheepuram, Kanniyakumari, Dharmapuri, Karur, Krishnagiri, Madurai, Cuddalore, Namakkal, Perambalur, Pudukkottai, Coimbatore, Ramanathapuram, Salem, Theni, The Nilgiris, Thiruvallur, Thiruvarur, Thoothukkudi, Thanjavur, Tiruchirappalli, Tirunelveli, Tiruppur, Sivaganga, Tiruvannamalai, Vellore, Viluppuram, Ariyalur, Virudhunagar, Nagapattinam",N/A,2023-11-27 18:30:00+00
news_reports,Tamil Nadu,"Ariyalur, Vellore, Thanjavur, Karur, Tiruchirappalli",N/A,2023-11-28 18:30:00+00
news_reports,Tamil Nadu,"Ariyalur, Dharmapuri, Dindigul, Krishnagiri, Namakkal, Thiruvarur, Thoothukkudi, Tiruchirappalli, Tiruvannamalai, Vellore, Virudhunagar, Nagapattinam, Chennai, Ramanathapuram, The Nilgiris, Coimbatore, Cuddalore, Pudukkottai, Erode, Kancheepuram, Kanniyakumari, Perambalur, Karur, Madurai, Salem, Sivaganga, Thanjavur, Tiruppur, Viluppuram, Thiruvallur, Theni, Tirunelveli",N/A,2023-11-28 18:30:00+00
news_reports,Goa,"North Goa, South Goa","Khandepar, Mandovi, Zuari",2021-07-24 18:30:00+00
news_reports,Andhra Pradesh,"Medak, Nizamabad, Prakasam, Visakhapatnam, Mahbubnagar, Warangal, Anantapur, East Godavari, Krishna, Hyderabad, Karimnagar, Khammam, Guntur, Kurnool, Nalgonda, Sri Potti Sriramulu Nellore, Y.s.r., Rangareddy, Chittoor, Srikakulam, West Godavari, Vizianagaram",N/A,2023-11-28 18:30:00+00
news_reports,Madhya Pradesh,"Damoh, Datia, Dindori, Guna, Chhindwara, Indore, Katni, Mandla, Chhatarpur, Raisen, Rajgarh, Ratlam, Rewa, Bhopal, Satna, Seoni, Shivpuri, Sidhi, Tikamgarh, Sehore, Umaria, Vidisha, Ashoknagar, Balaghat, Barwani, Bhind, Betul, Burhanpur, Dewas, Dhar, Gwalior, Alirajpur, Harda, Jabalpur, Jhabua, Mandsaur, Morena, Narsimhapur, Neemuch, Panna, Sagar, Anuppur, Singrauli, Ujjain, Sheopur, Shajapur, Shahdol, Niwari, Pandhurna, Mauganj, Maihar, Agar-Malwa, Khandwa (East Nimar), Narmadapuram, Khargone (West Nimar)",Narmada,2023-11-28 18:30:00+00
news_reports,Punjab,Rupnagar,Sutlej,2023-11-29 18:30:00+00
news_reports,Punjab,Rupnagar,Sutlej,2023-11-29 18:30:00+00
news_reports,Goa,North Goa,"Mandovi, Zuari",2022-11-18 18:30:00+00
news_reports,Goa,"North Goa, South Goa","Mandovi, Zuari, Chapora",2023-08-03 18:30:00+00
news_reports,Goa,North Goa,"Chapora, Mandovi",2021-02-21 18:30:00+00
news_reports,Tamil Nadu,"Ariyalur, Dharmapuri, Dindigul, Krishnagiri, Namakkal, Coimbatore, Cuddalore, Erode, Kancheepuram, Chennai, Kanniyakumari, Karur, Madurai, Nagapattinam, Salem, Sivaganga, Thanjavur, Theni, Tiruppur, Viluppuram, Tirunelveli, Thiruvallur, Vellore, Tiruvannamalai, Tiruchirappalli, Thoothukkudi, The Nilgiris, Ramanathapuram, Thiruvarur, Virudhunagar, Pudukkottai, Perambalur",N/A,2023-11-30 18:30:00+00
news_reports,Odisha,Ganjam,Rushikulya,2026-04-20 18:30:00+00
news_reports,Bihar,Bhojpur,Sone,2023-12-01 18:30:00+00
news_reports,Tamil Nadu,Dindigul,N/A,2023-12-02 18:30:00+00
news_reports,Odisha,Cuttack,Kathajodi,2023-12-03 18:30:00+00
news_reports,Maharashtra,N/A,Vaitarna,2019-05-30 18:30:00+00
news_reports,Odisha,Cuttack,Kathajodi,2023-12-06 18:30:00+00
news_reports,Uttar Pradesh,Gautam Buddha Nagar,yamuna,2023-12-03 18:30:00+00
news_reports,Odisha,Cuttack,Kathajodi,2023-12-03 18:30:00+00
news_reports,Jharkhand,Bokaro,N/A,2023-12-06 18:30:00+00
news_reports,Madhya Pradesh,Narmadapuram,Narmada,2023-12-03 18:30:00+00
