source,State,District,Rivers / Streams,start_date
news_reports,Punjab,"Amritsar, Barnala, Bathinda, Faridkot, Fatehgarh Sahib, Firozpur, Gurdaspur, Hoshiarpur, Jalandhar, Kapurthala, Ludhiana, Mansa, Moga, Muktsar, Patiala, Rupnagar, Sahibzada Ajit Singh Nagar, Sangrur, Shahid Bhagat Singh Nagar (Nawanshahr), Tarn Taran, Fazilka, Pathankot",N/A,2016-07-17 18:30:00+00
news_reports,Haryana,Palwal,Yamuna,2024-02-06 18:30:00+00
news_reports,Rajasthan,"Alwar, Jaipur, Sikar, Udaipur, Rajsamand, Sawai Madhopur, Bhilwara, Dhaulpur, Jalor, Sirohi, Nagaur, Jhunjhunun, Dungarpur, Tonk","Banas, Som",2020-02-21 18:30:00+00
news_reports,Madhya Pradesh,Morena,N/A,2012-03-08 18:30:00+00
news_reports,Jammu & Kashmir,Pulwama,Jhelum,2024-02-28 18:30:00+00
news_reports,"Haryana, Punjab, Chandigarh","Yamunanagar, Sonipat, Faridabad, Karnal, Sahibzada Ajit Singh Nagar",Yamuna,2024-01-22 18:30:00+00
news_reports,Rajasthan,Sawai Madhopur,N/A,2018-02-16 18:30:00+00
news_reports,Uttarakhand,"Dehradun, Nainital, Almora, Bageshwar, Chamoli, Champawat, Garhwal, Hardwar, Pithoragarh, Rudraprayag, Tehri Garhwal, Udham Singh Nagar, Uttarkashi",N/A,2023-11-25 18:30:00+00
news_reports,Haryana,"Gurgaon, Nuh",N/A,2022-06-15 18:30:00+00
news_reports,Rajasthan,Jaipur,N/A,2019-04-04 18:30:00+00
news_reports,Uttarakhand,Dehradun,"Yamuna, Asan",2014-09-23 18:30:00+00
news_reports,Rajasthan,"Sawai Madhopur, Bharatpur, Tonk, Jaipur",N/A,2024-02-14 18:30:00+00
news_reports,"Haryana, NCT of Delhi",Gurgaon,N/A,2020-09-21 18:30:00+00
news_reports,Uttar Pradesh,Moradabad,"Ganga, Mahava",2018-10-26 18:30:00+00
news_reports,"Uttar Pradesh, Madhya Pradesh","Mahoba, Basti",Urmil,2019-02-17 18:30:00+00
news_reports,Uttarakhand,Dehradun,Asan,2014-10-31 18:30:00+00
news_reports,Haryana,"Gurgaon, Nuh",N/A,2022-07-19 18:30:00+00
news_reports,Uttarakhand,"Dehradun, Nainital, Almora, Bageshwar, Chamoli, Champawat, Garhwal, Hardwar, Pithoragarh, Rudraprayag, Tehri Garhwal, Udham Singh Nagar, Uttarkashi",Yamuna,2022-12-19 18:30:00+00
news_reports,Haryana,"Gurgaon, Nuh",N/A,2021-04-04 18:30:00+00
news_reports,Jammu & Kashmir,"Pulwama, Srinagar, Baramula",Jhelum,2024-03-17 18:30:00+00
news_reports,"Haryana, Himachal Pradesh, Jammu & Kashmir, Uttarakhand, Punjab","Nainital, Kathua, Kangra, Tarn Taran, Amritsar, Sonipat, Jammu, Dehradun, Hardwar, Udham Singh Nagar","Ganga, Chakki, Swarna, Gola, Ravi, Jhelum, Kosi (UK/UP), Ramganga, Dabka, Sutlej, Beas, Ghaggar, Yamuna",2018-01-27 18:30:00+00
news_reports,Haryana,"Gurgaon, Nuh, Faridabad",N/A,2024-02-07 18:30:00+00
news_reports,Punjab,"Pathankot, Gurdaspur",Ravi,2022-08-29 18:30:00+00
news_reports,Uttarakhand,Nainital,N/A,2022-10-16 18:30:00+00
news_reports,Rajasthan,"Jaipur, Alwar, Sikar, Rajsamand, Udaipur, Tonk, Sawai Madhopur, Dhaulpur, Bhilwara, Jalor, Sirohi, Nagaur, Jhunjhunun, Dungarpur",Som,2020-02-21 18:30:00+00
news_reports,"Haryana, Rajasthan, Uttar Pradesh","Gurgaon, Nuh, Faridabad, Palwal",N/A,2022-05-29 18:30:00+00
news_reports,Jammu & Kashmir,Ganderbal,Nallah Sindh,2023-01-09 18:30:00+00
news_reports,Rajasthan,Dhaulpur,N/A,2018-03-30 18:30:00+00
news_reports,Punjab,Sangrur,N/A,2017-03-27 18:30:00+00
news_reports,Himachal Pradesh,Solan,Balad,2020-02-19 18:30:00+00
news_reports,Punjab,Sahibzada Ajit Singh Nagar,N/A,2018-06-20 22:00:00+00
news_reports,Himachal Pradesh,Sirmaur,Giri,2021-08-26 18:30:00+00
news_reports,Rajasthan,Dhaulpur,Chambal,2019-09-03 18:30:00+00
news_reports,Jammu & Kashmir,Badgam / Budgam,Shali Ganga,2022-09-29 18:30:00+00
news_reports,Haryana,"Gurgaon, Nuh",N/A,2024-02-03 18:30:00+00
news_reports,"Uttar Pradesh, Haryana","Ghaziabad, Sonipat, Baghpat",Yamuna,2018-04-02 18:30:00+00
news_reports,Jammu & Kashmir,"Pulwama, Baramula",Jhelum,2021-05-25 18:30:00+00
news_reports,"Haryana, Uttar Pradesh","Faridabad, Gautam Buddha Nagar","Yamuna, Hindon",2015-10-24 18:30:00+00
news_reports,Rajasthan,Bhilwara,N/A,2021-03-03 18:30:00+00
news_reports,Uttar Pradesh,Etawah,N/A,2019-03-03 18:30:00+00
news_reports,Haryana,Gurgaon,N/A,2020-03-03 18:30:00+00
news_reports,"Haryana, Uttar Pradesh",Sonipat,Yamuna,2021-04-11 18:30:00+00
news_reports,Punjab,"Tarn Taran, Amritsar",Beas,2017-11-19 18:30:00+00
news_reports,Uttar Pradesh,Gonda,N/A,2018-07-26 18:30:00+00
news_reports,Tamil Nadu,Vellore,Palar,2019-05-10 18:30:00+00
news_reports,Jammu & Kashmir,"Pulwama, Anantnag",Jhelum,2018-04-23 18:30:00+00
news_reports,Haryana,"Gurgaon, Faridabad",N/A,2021-02-15 18:30:00+00
news_reports,Uttarakhand,"Udham Singh Nagar, Champawat, Pithoragarh",N/A,2022-06-11 18:30:00+00
news_reports,Uttarakhand,"Dehradun, Hardwar, Garhwal, Udham Singh Nagar","Ganga, Rawasan, Ganga Bhopur, Ganga Vishnupur, Kotawali",2015-12-12 18:30:00+00
news_reports,Jammu & Kashmir,Pulwama,Jhelum,2024-03-01 18:30:00+00
news_reports,Haryana,"Faridabad, Gurgaon, Jhajjar, Sonipat, Palwal, Yamunanagar, Karnal",Yamuna,2020-10-08 18:30:00+00
news_reports,Rajasthan,"Bharatpur, Bhilwara, Udaipur",N/A,2020-09-05 18:30:00+00
news_reports,Rajasthan,Alwar,N/A,2020-07-27 18:30:00+00
news_reports,Rajasthan,"Jaipur, Ajmer, Alwar, Banswara, Baran, Barmer, Bharatpur, Bikaner, Bundi, Chittaurgarh, Churu, Bhilwara, Dhaulpur, Dungarpur, Ganganagar, Hanumangarh, Jaisalmer, Jalor, Jhalawar, Jhunjhunun, Jodhpur, Kota, Nagaur, Pali, Pratapgarh, Rajsamand, Sikar, Sirohi, Tonk, Udaipur, Dausa, Karauli, Sawai Madhopur",N/A,2021-11-13 18:30:00+00
news_reports,Himachal Pradesh,Una,N/A,2024-03-12 18:30:00+00
news_reports,Haryana,Mahendragarh,N/A,2024-03-15 18:30:00+00
news_reports,Uttar Pradesh,Sonbhadra,N/A,2019-03-07 18:30:00+00
news_reports,Uttar Pradesh,Agra,Chambal,2021-05-12 18:30:00+00
news_reports,Jammu & Kashmir,Shupiyan,"Jhelum, Rambi Ara, Vaishav",2021-06-03 18:30:00+00
news_reports,Haryana,Sonipat,N/A,2021-07-18 18:30:00+00
news_reports,Jammu & Kashmir,"Pulwama, Srinagar, Baramula",Jhelum,2020-11-26 18:30:00+00
news_reports,"Punjab, Rajasthan, Haryana","Pathankot, Gurdaspur, Bikaner, Bathinda, Fazilka, Karnal, Firozpur",Ravi,2022-10-02 18:30:00+00
news_reports,Uttarakhand,Hardwar,Ganga,2017-07-07 18:30:00+00
news_reports,Jammu & Kashmir,Anantnag,Jhelum,2020-02-09 18:30:00+00
news_reports,Madhya Pradesh,Morena,N/A,2018-09-08 18:30:00+00
news_reports,"Madhya Pradesh, Uttar Pradesh, Bihar","Shahdol, Satna, Katni, Umaria",Sone,2021-08-26 18:30:00+00
news_reports,Rajasthan,Bhilwara,N/A,2020-06-10 18:30:00+00
news_reports,Jammu & Kashmir,Shupiyan,Rambi Ara,2020-04-23 18:30:00+00
news_reports,Jammu & Kashmir,Baramula,Jhelum,2020-07-06 18:30:00+00
news_reports,Uttar Pradesh,Jhansi,N/A,2019-10-10 18:30:00+00
news_reports,Haryana,"Yamunanagar, Palwal, Sonipat, Karnal, Panipat",Yamuna,2024-02-07 18:30:00+00
news_reports,Rajasthan,"Barmer, Tonk",N/A,2020-02-13 18:30:00+00
news_reports,Jammu & Kashmir,"Srinagar, Pulwama",Jhelum,2019-10-29 18:30:00+00
news_reports,Jammu & Kashmir,"Shupiyan, Pulwama","Rambi Ara, Romshi / Romeshi Nallah",2020-10-09 18:30:00+00
news_reports,Telangana,Wanaparthy,Krishna,2024-03-20 07:00:00+00
news_reports,Odisha,Bhadrak,Baitrani,2024-03-23 07:00:00+00
news_reports,Jammu & Kashmir,Reasi,N/A,2024-03-24 07:00:00+00
news_reports,Tamil Nadu,"Madurai, Sivaganga",N/A,2024-03-25 07:00:00+00
news_reports,Karnataka,"Mandya, Mysore, Bangalore","Kaveri, Shimsha",2016-07-30 18:30:00+00
news_reports,N/A,N/A,N/A,2024-03-28 18:30:00+00
news_reports,Kerala,Kollam,N/A,2019-01-16 18:30:00+00
news_reports,Tamil Nadu,Tiruchirappalli,Kollidam,2024-04-06 07:00:00+00
news_reports,Tamil Nadu,"Chennai, Karur",N/A,2024-04-08 07:00:00+00
news_reports,Rajasthan,"Kota, Bundi",N/A,2016-06-03 18:30:00+00
news_reports,Madhya Pradesh,Barwani,N/A,2024-04-14 07:00:00+00
news_reports,Karnataka,Tumkur,N/A,2015-03-24 18:30:00+00
news_reports,Punjab,Ludhiana,Sutlej,2024-04-16 18:30:00+00
news_reports,Uttar Pradesh,"Bijnor, Jyotiba Phule Nagar, Moradabad",Ganga,2015-04-13 18:30:00+00
news_reports,Punjab,Rupnagar,Sutlej,2015-06-29 18:30:00+00
news_reports,Gujarat,Ahmadabad,Sabarmati,2015-04-29 18:30:00+00
news_reports,Andhra Pradesh,"East Godavari, West Godavari",Godavari,2016-03-21 18:30:00+00
news_reports,"Uttar Pradesh, Maharashtra, NCT of Delhi","Lucknow, Sultanpur",N/A,2024-03-14 18:30:00+00
news_reports,Punjab,Moga,N/A,2018-03-05 18:30:00+00
news_reports,Jammu & Kashmir,"Anantnag, Badgam / Budgam, Bandipore, Baramula, Data Not Available, Doda, Jammu, Kargil, Ganderbal, Kathua, Kulgam, Kishtwar, Kupwara, Pulwama, Leh (ladakh), Rajouri, Punch, Reasi, Shupiyan, Ramban, Samba, Srinagar, Udhampur",N/A,2024-03-22 18:30:00+00
news_reports,Uttar Pradesh,Mathura,N/A,2023-06-18 18:30:00+00
news_reports,Tamil Nadu,"Ariyalur, Karur, Thanjavur, Tiruchirappalli, Vellore",N/A,2024-04-25 18:30:00+00
news_reports,Tamil Nadu,"Ariyalur, Chennai, Coimbatore, Cuddalore, Dharmapuri, Dindigul, Kancheepuram, Kanniyakumari, Karur, Erode, Perambalur, Pudukkottai, Ramanathapuram, Namakkal, Salem, Sivaganga, Thanjavur, Madurai, The Nilgiris, Theni, Thiruvallur, Thiruvarur, Krishnagiri, Thoothukkudi, Tirunelveli, Tiruppur, Tiruchirappalli, Tiruvannamalai, Vellore, Viluppuram, Virudhunagar, Nagapattinam",N/A,2024-04-28 18:30:00+00
news_reports,Kerala,Thrissur,N/A,2024-04-23 18:30:00+00
news_reports,Andhra Pradesh,Palnadu / Narasaraopet,Krishna,2024-02-15 18:30:00+00
news_reports,Tamil Nadu,"Viluppuram, Tiruchirappalli","Kaveri, Koraiyar",2024-04-28 18:30:00+00
news_reports,Maharashtra,"Ahmadnagar, Akola, Amravati, Aurangabad, Bhandara, Bid, Buldana, Chandrapur, Dhule, Gadchiroli, Hingoli, Jalgaon, Jalna, Kolhapur, Latur, Gondiya, Mumbai, Mumbai Suburban, Nagpur, Nanded, Nashik, Osmanabad, Parbhani, Pune, Raigarh, Nandurbar, Ratnagiri, Sangli, Satara, Sindhudurg, Solapur, Thane, Wardha, Washim, Yavatmal, Palghar",N/A,2023-04-07 07:00:00+00
news_reports,Tamil Nadu,"Kancheepuram, Thiruvallur",Palar,2018-11-14 18:30:00+00
news_reports,Maharashtra,"Nagpur, Bhandara, Wardha",N/A,2023-02-18 08:00:00+00
news_reports,Tamil Nadu,"Vellore, Kancheepuram, Ranipet",Palar,2017-03-06 18:30:00+00
news_reports,Tamil Nadu,Viluppuram,Palar,2023-04-08 18:30:00+00
news_reports,Tamil Nadu,Vellore,Palar,2023-02-21 18:30:00+00
news_reports,Tamil Nadu,Vellore,Palar,2017-04-15 18:30:00+00
news_reports,Maharashtra,"Ahmadnagar, Akola, Amravati, Aurangabad, Bhandara, Buldana, Chandrapur, Dhule, Gadchiroli, Gondiya, Bid, Hingoli, Jalgaon, Jalna, Kolhapur, Latur, Nagpur, Nanded, Nandurbar, Nashik, Osmanabad, Mumbai Suburban, Parbhani, Pune, Raigarh, Mumbai, Ratnagiri, Sangli, Satara, Sindhudurg, Solapur, Thane, Wardha, Washim, Yavatmal, Palghar",N/A,2022-10-18 07:00:00+00
news_reports,Maharashtra,"Ahmadnagar, Akola, Amravati, Aurangabad, Bhandara, Buldana, Chandrapur, Dhule, Gadchiroli, Gondiya, Bid, Hingoli, Jalgaon, Jalna, Kolhapur, Latur, Nandurbar, Nashik, Osmanabad, Parbhani, Pune, Nanded, Raigarh, Ratnagiri, Sangli, Satara, Nagpur, Sindhudurg, Solapur, Thane, Wardha, Mumbai Suburban, Mumbai, Washim, Yavatmal, Palghar",N/A,2022-01-23 08:00:00+00
news_reports,Tamil Nadu,Ranipet,Palar,2019-10-14 18:30:00+00
news_reports,Karnataka,Koppal,Tungabhadra,2025-10-21 18:30:00+00
news_reports,Maharashtra,"Thane, Palghar, Mumbai Suburban",Vaitarna,2023-04-23 07:00:00+00
news_reports,Tamil Nadu,Kancheepuram,Palar,2015-04-25 18:30:00+00
news_reports,Tamil Nadu,"Vellore, Tirupathur",Palar,2021-10-01 18:30:00+00
news_reports,Tamil Nadu,Dindigul,Vaigai,2020-03-03 18:30:00+00
news_reports,West Bengal,Purba Bardhaman,Damodar,2015-06-23 22:00:00+00
news_reports,Haryana,Yamunanagar,Yamuna,2019-06-20 22:00:00+00
news_reports,Andhra Pradesh,Krishna,"Krishna, Godavari",2019-04-07 22:00:00+00
news_reports,Tamil Nadu,Coimbatore,Noyyal,2019-07-02 18:30:00+00
news_reports,Tamil Nadu,Vellore,"Palar, Malattar, Kaundanyna",2023-05-15 18:30:00+00
news_reports,Maharashtra,Palghar,Vaitarna,2023-11-09 08:00:00+00
news_reports,Maharashtra,"Akola, Amravati, Aurangabad, Bhandara, Bid, Ahmadnagar, Buldana, Chandrapur, Dhule, Gadchiroli, Hingoli, Jalgaon, Jalna, Kolhapur, Latur, Gondiya, Mumbai, Mumbai Suburban, Nagpur, Nanded, Nandurbar, Nashik, Osmanabad, Parbhani, Pune, Raigarh, Satara, Sindhudurg, Solapur, Thane, Sangli, Wardha, Ratnagiri, Washim, Yavatmal, Palghar",N/A,2024-02-16 08:00:00+00
news_reports,Maharashtra,"Bhandara, Bid, Buldana, Chandrapur, Dhule, Aurangabad, Gadchiroli, Gondiya, Hingoli, Jalgaon, Amravati, Jalna, Kolhapur, Latur, Mumbai, Akola, Mumbai Suburban, Nandurbar, Nashik, Nanded, Osmanabad, Parbhani, Pune, Raigarh, Nagpur, Ratnagiri, Sangli, Satara, Sindhudurg, Ahmadnagar, Solapur, Thane, Wardha, Washim, Yavatmal, Palghar",N/A,2015-06-25 07:00:00+00
news_reports,Odisha,Jagatsinghapur,Mahanadi,2020-08-23 18:30:00+00
news_reports,Odisha,Cuttack,Mahanadi,2021-12-29 18:30:00+00
news_reports,Goa,North Goa,Terekhol / Tiracol,2024-02-02 18:30:00+00
news_reports,Maharashtra,Bhandara,N/A,2020-03-08 08:00:00+00
news_reports,Goa,South Goa,Zuari,2024-02-05 18:30:00+00
news_reports,Odisha,Jagatsinghapur,"Mahanadi, Devi, Chitrotopla, Paika",2018-02-02 18:30:00+00
news_reports,Maharashtra,Akola,N/A,2018-09-26 07:00:00+00
news_reports,Odisha,Bargarh,Mahanadi,2022-01-26 18:30:00+00
news_reports,Odisha,Cuttack,Mahanadi,2022-03-05 18:30:00+00
news_reports,Madhya Pradesh,Shahdol,N/A,2024-05-06 18:30:00+00
news_reports,Odisha,"Anugul, Baleshwar, Baudh, Bhadrak, Jagatsinghapur, Jharsuguda, Kalahandi, Kendrapara, Khordha, Malkangiri, Mayurbhanj, Nabarangapur, Nuapada, Puri, Rayagada, Balangir, Bargarh, Cuttack, Debagarh, Dhenkanal, Gajapati, Ganjam, Jajapur, Kandhamal, Kendujhar, Koraput, Nayagarh, Sambalpur, Sundargarh, Subarnapur (Sonepur)",N/A,2021-09-04 18:30:00+00
news_reports,Maharashtra,Akola,N/A,2024-01-09 08:00:00+00
news_reports,Maharashtra,"Bhandara, Nagpur","Wainganga, Sur",2013-11-05 08:00:00+00
news_reports,Odisha,Jagatsinghapur,"Mahanadi, Devi, Chitrotopla",2014-06-07 18:30:00+00
news_reports,Maharashtra,"Chandrapur, Nagpur, Wardha, Ahmadnagar, Nashik, Hingoli, Bhandara","Wardha, Uma, Andhari, Wainganga, Erai, Zarpat/Jharpat",2023-06-11 07:00:00+00
news_reports,Madhya Pradesh,Shahdol,N/A,2024-05-16 18:30:00+00
news_reports,Uttar Pradesh,Shamli,Yamuna,2024-05-17 18:30:00+00
news_reports,Maharashtra,"Nagpur, Nanded, Yavatmal",Painganga,2015-11-28 18:30:00+00
news_reports,Goa,"North Goa, South Goa","Mandovi, Zuari",2022-12-03 18:30:00+00
news_reports,Maharashtra,Nagpur,N/A,2015-05-11 18:30:00+00
news_reports,Maharashtra,Akola,"Purna, Katepurna, Morna, Maan, Mahesh, Wan/Vaan",2018-05-26 07:00:00+00
news_reports,Maharashtra,Akola,N/A,2018-05-06 07:00:00+00
news_reports,Maharashtra,"Gadchiroli, Nagpur, Osmanabad, Yavatmal, Wardha, Gondiya, Chandrapur",N/A,2020-06-05 07:00:00+00
news_reports,Odisha,"Cuttack, Kendrapara",Mahanadi,2020-08-19 18:30:00+00
news_reports,Tamil Nadu,Karur,Kaveri,2016-10-13 18:30:00+00
news_reports,Uttarakhand,Nainital,"Gaula , Dabka, Kosi (UK/UP)",2018-04-03 18:30:00+00
news_reports,Uttar Pradesh,"Jalaun, Hamirpur",Betwa,2016-11-01 18:30:00+00
news_reports,Karnataka,"Dakshina Kannada, Udupi",N/A,2016-08-02 18:30:00+00
news_reports,Bihar,Banka,N/A,2019-10-24 18:30:00+00
news_reports,Maharashtra,Nagpur,"Pench, Kanhan",2020-06-10 07:00:00+00
news_reports,Bihar,Banka,Chandan,2020-01-01 18:30:00+00
news_reports,Odisha,Anugul,Mahanadi,2021-07-05 18:30:00+00
news_reports,Maharashtra,"Amravati, Buldana, Chandrapur, Jalgaon, Jalna, Bhandara, Kolhapur, Mumbai, Mumbai Suburban, Akola, Nagpur, Solapur, Thane, Washim, Raigarh, Yavatmal, Ahmadnagar, Aurangabad, Pune, Bid, Dhule, Hingoli, Latur, Nandurbar, Gondiya, Nashik, Osmanabad, Parbhani, Ratnagiri, Gadchiroli, Sangli, Nanded, Palghar, Satara, Sindhudurg, Wardha",N/A,2021-03-22 07:00:00+00
news_reports,Maharashtra,Nagpur,N/A,2022-11-22 08:00:00+00
news_reports,"Maharashtra, Madhya Pradesh","Nagpur, Narsimhapur",N/A,2022-11-10 08:00:00+00
news_reports,Maharashtra,Nagpur,N/A,2020-07-22 07:00:00+00
news_reports,Maharashtra,Buldana,Purna,2023-10-11 07:00:00+00
news_reports,Odisha,Cuttack,Mahanadi,2022-03-06 18:30:00+00
news_reports,Bihar,Banka,N/A,2020-06-19 18:30:00+00
news_reports,Bihar,"Banka, Rohtas, Patna, Bhojpur","Chandan, Sone",2022-12-17 18:30:00+00
news_reports,Odisha,Cuttack,Mahanadi,2021-01-10 18:30:00+00
news_reports,Odisha,Jagatsinghapur,"Mahanadi, Devi, Chitrotopla",2020-04-28 18:30:00+00
news_reports,Maharashtra,Chandrapur,Erai,2011-06-21 07:00:00+00
news_reports,Andhra Pradesh,Chittoor,Swarnamukhi,2017-04-21 18:30:00+00
news_reports,Maharashtra,"Nagpur, Aurangabad, Osmanabad, Gadchiroli, Chandrapur, Wardha, Gondiya, Yavatmal, Akola, Amravati",N/A,2020-06-09 07:00:00+00
news_reports,Odisha,Jagatsinghapur,Mahanadi,2017-02-21 18:30:00+00
news_reports,Odisha,Kendrapara,Mahanadi,2022-12-09 18:30:00+00
news_reports,Odisha,Jagatsinghapur,"Mahanadi, Paika, Chitrotopla",2019-11-17 18:30:00+00
news_reports,Odisha,Jagatsinghapur,Mahanadi,2020-02-23 18:30:00+00
news_reports,Andhra Pradesh,"Krishna, Guntur, Dr. B. R. Ambedkar Konaseema / Konaseema","Godavari, Krishna",2024-02-22 18:30:00+00
news_reports,Odisha,Cuttack,"Mahanadi, Luna, Birupa, Chitrotopla",2022-08-19 18:30:00+00
news_reports,Odisha,"Baleshwar, Cuttack, Kendrapara","Mahanadi, Subarnarekha",2020-08-19 18:30:00+00
news_reports,Odisha,Cuttack,"Mahanadi, Devi, Kathajodi, Luna, Chitrotopla, Birupa",2020-04-06 18:30:00+00
news_reports,Gujarat,Surat,Tapi,2012-07-03 18:30:00+00
news_reports,Odisha,Cuttack,"Mahanadi, Kathajodi, Birupa, Chitrotopla, Luna",2022-06-28 18:30:00+00
news_reports,Maharashtra,Amravati,N/A,2023-12-31 08:00:00+00
news_reports,Maharashtra,Amravati,N/A,2024-01-10 08:00:00+00
news_reports,Maharashtra,"Nagpur, Ahmadnagar, Akola, Amravati, Aurangabad, Bhandara, Bid, Buldana, Chandrapur, Dhule, Gadchiroli, Gondiya, Hingoli, Jalgaon, Jalna, Kolhapur, Latur, Mumbai, Mumbai Suburban, Nanded, Nandurbar, Nashik, Osmanabad, Parbhani, Pune, Raigarh, Ratnagiri, Sangli, Satara, Sindhudurg, Solapur, Thane, Wardha, Washim, Yavatmal, Palghar",N/A,2023-06-10 07:00:00+00
news_reports,Maharashtra,"Akola, Bhandara, Buldana, Chandrapur, Jalgaon, Kolhapur, Mumbai, Mumbai Suburban, Nagpur, Jalna, Nanded, Pune, Raigarh, Washim, Thane, Yavatmal, Ahmadnagar, Amravati, Aurangabad, Solapur, Bid, Dhule, Gadchiroli, Latur, Hingoli, Nandurbar, Nashik, Osmanabad, Parbhani, Gondiya, Ratnagiri, Sangli, Sindhudurg, Satara, Wardha, Palghar",N/A,2024-02-18 08:00:00+00
news_reports,Maharashtra,Raigad,Savitri,2022-03-21 07:00:00+00
news_reports,Tamil Nadu,"Vellore, Tiruchirappalli, Ariyalur, Karur, Thanjavur",N/A,2024-02-27 18:30:00+00
news_reports,Madhya Pradesh,"Sheopur, Morena",Chambal,2020-11-29 18:30:00+00
news_reports,Uttar Pradesh,Kanpur Nagar,Ganga,2022-05-30 18:30:00+00
news_reports,Gujarat,Rajkot,N/A,2020-06-22 18:30:00+00
news_reports,"Maharashtra, Karnataka","Pune, Bijapur, Solapur",Bhima,2024-04-08 07:00:00+00
news_reports,Maharashtra,Ahmadnagar,"Mula, Pravara",2018-05-22 18:30:00+00
news_reports,Uttar Pradesh,Kanpur Dehat,Yamuna,2017-06-19 18:30:00+00
news_reports,Rajasthan,Bundi,"Chambal, Banas",2024-04-17 18:30:00+00
news_reports,Maharashtra,"Bhandara, Buldhana, Chandrapur, Jalgaon, Jalna, Akola, Kolhapur, Mumbai, Mumbai Suburban, Nagpur, Thane, Washim, Yavatmal, Ahmadnagar, Amravati, Solapur, Chhatrapati Sambhajinagar (Aurangabad), Beed, Raigad, Dhule, Gadchiroli, Gondia, Hingoli, Pune, Latur, Nandurbar, Nashik, Dharashiv (Osmanabad), Nanded, Parbhani, Ratnagiri, Sangli, Sindhudurg, Wardha, Palghar, Satara",N/A,2022-11-23 08:00:00+00
news_reports,Madhya Pradesh,Barwani,Narmada,2017-01-20 18:30:00+00
news_reports,Uttar Pradesh,Kanpur Nagar,N/A,2021-02-05 18:30:00+00
news_reports,"Uttarakhand, Himachal Pradesh","Uttarkashi, Udham Singh Nagar, Tehri Garhwal, Rudraprayag, Nainital, Hardwar, Garhwal, Dehradun, Champawat, Bageshwar, Almora, Una, Solan, Sirmaur, Mandi, Lahaul & Spiti, Kullu, Kinnaur, Kangra, Chamba, Bilaspur, Hamirpur, Shimla, Chamoli, Pithoragarh","Yamuna, Ganga, Song",2020-05-17 18:30:00+00
news_reports,Uttar Pradesh,Banda,Ken,2019-05-14 18:30:00+00
news_reports,Uttar Pradesh,Jhansi,Dhasan,2024-02-15 18:30:00+00
news_reports,Andhra Pradesh,"Khammam, Krishna","Munneru, Krishna",2023-11-15 18:30:00+00
news_reports,N/A,N/A,Chambal,2024-06-08 18:30:00+00
news_reports,Uttar Pradesh,Hardoi,Ganga,2024-06-12 18:30:00+00
news_reports,Maharashtra,Chhatrapati Sambhajinagar (Aurangabad),N/A,2013-12-14 18:30:00+00
news_reports,Uttar Pradesh,Banda,"Ken, Bagen, Yamuna",2018-12-07 18:30:00+00
news_reports,Uttar Pradesh,Kanpur Nagar,Ganga,2020-11-12 18:30:00+00
news_reports,Uttar Pradesh,Banda,Ken,2017-02-17 18:30:00+00
news_reports,Uttar Pradesh,Banda,Ken,2020-06-06 18:30:00+00
news_reports,Gujarat,"Ahmadabad, Vadodara, Surat","Mahi, Narmada",2024-06-04 18:30:00+00
news_reports,Gujarat,Surat,Tapi,2020-03-03 18:30:00+00
news_reports,Haryana,Nuh,N/A,2023-12-18 18:30:00+00
news_reports,Bihar,Aurangabad,N/A,2024-06-09 18:30:00+00
news_reports,Madhya Pradesh,Bhind,N/A,2018-03-27 18:30:00+00
news_reports,"Maharashtra, Gujarat","Pune, Solapur",Bhima,2020-01-15 18:30:00+00
news_reports,Gujarat,Bhavnagar,N/A,2021-05-28 18:30:00+00
news_reports,Uttar Pradesh,Banda,N/A,2018-05-30 18:30:00+00
news_reports,Gujarat,Surat,N/A,2024-06-11 18:30:00+00
news_reports,Uttar Pradesh,"Jalaun, Hamirpur",Betwa,2016-06-06 18:30:00+00
news_reports,Uttar Pradesh,Hamirpur,N/A,2019-06-02 18:30:00+00
news_reports,Uttar Pradesh,Hamirpur,N/A,2021-02-08 18:30:00+00
news_reports,West Bengal,"Darjeeling, Jhargram",N/A,2024-06-10 18:30:00+00
news_reports,Uttar Pradesh,Hamirpur,N/A,2019-01-15 18:30:00+00
news_reports,Gujarat,"Kachchh, Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dohad, Gandhinagar, Jamnagar, Junagadh, Kheda, Mahesana, Narmada, Navsari, Panch Mahals, Porbandar, Rajkot, Sabar Kantha, Patan, Surat, Surendranagar, Vadodara, Tapi, Valsad, Dang",N/A,2015-03-03 18:30:00+00
news_reports,Gujarat,Vadodara,Bharaj,2023-07-31 18:30:00+00
news_reports,Madhya Pradesh,"Balaghat, Bhind, Khargone (West Nimar)",Narmada,2021-09-28 18:30:00+00
news_reports,Madhya Pradesh,Balaghat,N/A,2024-01-08 18:30:00+00
news_reports,Madhya Pradesh,Shahdol,Sone,2024-05-05 18:30:00+00
news_reports,Uttar Pradesh,Banda,Ken,2021-06-17 18:30:00+00
news_reports,Madhya Pradesh,Datia,"Sindh, Betwa, Chambal, Parbati (Chambal), Yamuna",2022-04-25 18:30:00+00
news_reports,Madhya Pradesh,"Barwani, Dhar, Alirajpur, Khargone (West Nimar)",Narmada,2015-07-03 18:30:00+00
