Country,State,Year,City,Location,"Number Of Monitoring Days (UOM:Number), Scaling Factor:1","Minimum Concentration Of Particulate Matter Less Than Or Equal To 10 Micro Grams Per Cubic Meter Of Air Considered In 24-Hourly Average (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Maximum Concentration Of Particulate Matter Less Than Or Equal To 10 Micro Grams Per Cubic Meter Of Air  Considered In 24-Hourly Average  (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Concentration Of Particulate Matter Less Than Or Equal To 10 Micro Grams Per Cubic Meter Of Air Considered In Annual Average  (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1"
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2023",Port Blair,,,,,22
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Amaravati,,,,,71
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Anantapur,,,,,58
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Chittoor,,,,,57
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Kadapa,,,,,53
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Kakinada,,,,,76
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Kurnool,,,,,60
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Rajahmundry/ Rajamahendravaram,,,,,78
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Srikakulam,,,,,72
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Tirupati,,,,,61
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Vijayawada,,,,,71
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Visakhapatnam,,,,,129
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",Vizianagaram,,,,,74
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2023",Naharlagun,,,,,45
India,Assam,"Calendar Year (Jan - Dec), 2023",Bongaigaon,,,,,51
India,Assam,"Calendar Year (Jan - Dec), 2023",Brynihat,,,,,289
India,Assam,"Calendar Year (Jan - Dec), 2023",Guwahati,,,,,120
India,Assam,"Calendar Year (Jan - Dec), 2023",Nagaon,,,,,113
India,Assam,"Calendar Year (Jan - Dec), 2023",Nalbari,,,,,132
India,Assam,"Calendar Year (Jan - Dec), 2023",Silcher,,,,,33
India,Assam,"Calendar Year (Jan - Dec), 2023",Sivasagar,,,,,40
India,Assam,"Calendar Year (Jan - Dec), 2023",Tinsukia,,,,,52
India,Bihar,"Calendar Year (Jan - Dec), 2023",Araria,,,,,167
India,Bihar,"Calendar Year (Jan - Dec), 2023",Arrah,,,,,168
India,Bihar,"Calendar Year (Jan - Dec), 2023",Aurangabad,,,,,139
India,Bihar,"Calendar Year (Jan - Dec), 2023",Begusarai,,,,,264
India,Bihar,"Calendar Year (Jan - Dec), 2023",Bettiah,,,,,187
India,Bihar,"Calendar Year (Jan - Dec), 2023",Bhagalpur,,,,,167
India,Bihar,"Calendar Year (Jan - Dec), 2023",Bihar Sharif,,,,,121
India,Bihar,"Calendar Year (Jan - Dec), 2023",Chhapra,,,,,210
India,Bihar,"Calendar Year (Jan - Dec), 2023",Gaya,,,,,119
India,Bihar,"Calendar Year (Jan - Dec), 2023",Hajipur,,,,,173
India,Bihar,"Calendar Year (Jan - Dec), 2023",Katihar,,,,,193
India,Bihar,"Calendar Year (Jan - Dec), 2023",Kishanganj,,,,,148
India,Bihar,"Calendar Year (Jan - Dec), 2023",Manguraha,,,,,91
India,Bihar,"Calendar Year (Jan - Dec), 2023",Motihari,,,,,142
India,Bihar,"Calendar Year (Jan - Dec), 2023",Munger,,,,,193
India,Bihar,"Calendar Year (Jan - Dec), 2023",Muzaffarpur,,,,,179
India,Bihar,"Calendar Year (Jan - Dec), 2023",Patna,,,,,183
India,Bihar,"Calendar Year (Jan - Dec), 2023",Purnia,,,,,154
India,Bihar,"Calendar Year (Jan - Dec), 2023",Rajgir,,,,,141
India,Bihar,"Calendar Year (Jan - Dec), 2023",Saharsa,,,,,183
India,Bihar,"Calendar Year (Jan - Dec), 2023",Samastipur,,,,,184
India,Bihar,"Calendar Year (Jan - Dec), 2023",Sasaram,,,,,99
India,Bihar,"Calendar Year (Jan - Dec), 2023",Siwan,,,,,176
India,Chandigarh,"Calendar Year (Jan - Dec), 2023",Chandigarh,,,,,113
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Bilaspur,,,,,71
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Chhal,,,,,64
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Durg Bhillainagar,,,,,66
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Korba,,,,,65
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Kunjemura,,,,,96
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Milupara,,,,,50
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Raigarh,,,,,93
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Raipur,,,,,77
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2023",Tumidh,,,,,88
India,Delhi,"Calendar Year (Jan - Dec), 2023",Delhi,,,,,205
India,Goa,"Calendar Year (Jan - Dec), 2023",Mapusa,,,,,62
India,Goa,"Calendar Year (Jan - Dec), 2023",Panaji,,,,,71
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Ahmedabad,,,,,100
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Ankleshwar,,,,,91
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Gandhinagar,,,,,87
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Nandesari,,,,,25
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Rajkot,,,,,94
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Surat,,,,,121
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Vadodara,,,,,96
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Vapi,,,,,105
India,Gujarat,"Calendar Year (Jan - Dec), 2023",Vatva,,,,,118
India,Haryana,"Calendar Year (Jan - Dec), 2023",Ambala,,,,,81
India,Haryana,"Calendar Year (Jan - Dec), 2023",Bahadurgarh,,,,,149
India,Haryana,"Calendar Year (Jan - Dec), 2023",Ballabgarh,,,,,137
India,Haryana,"Calendar Year (Jan - Dec), 2023",Bhiwani,,,,,126
India,Haryana,"Calendar Year (Jan - Dec), 2023",Charkhi Dadri,,,,,135
India,Haryana,"Calendar Year (Jan - Dec), 2023",Dharuhera,,,,,185
India,Haryana,"Calendar Year (Jan - Dec), 2023",Faridabad,,,,,196
India,Haryana,"Calendar Year (Jan - Dec), 2023",Fatehabad,,,,,139
India,Haryana,"Calendar Year (Jan - Dec), 2023",Gurgaon,,,,,176
India,Haryana,"Calendar Year (Jan - Dec), 2023",Hissar,,,,,136
India,Haryana,"Calendar Year (Jan - Dec), 2023",Jind,,,,,103
India,Haryana,"Calendar Year (Jan - Dec), 2023",Kaithal,,,,,126
India,Haryana,"Calendar Year (Jan - Dec), 2023",Karnal,,,,,92
India,Haryana,"Calendar Year (Jan - Dec), 2023",Kurukshetra,,,,,110
India,Haryana,"Calendar Year (Jan - Dec), 2023",Mandikhera,,,,,101
India,Haryana,"Calendar Year (Jan - Dec), 2023",Manesar,,,,,138
India,Haryana,"Calendar Year (Jan - Dec), 2023",Narnaul,,,,,129
India,Haryana,"Calendar Year (Jan - Dec), 2023",Palwal,,,,,89
India,Haryana,"Calendar Year (Jan - Dec), 2023",Panchukula Urban Estate,,,,,
India,Haryana,"Calendar Year (Jan - Dec), 2023",Panipat,,,,,132
India,Haryana,"Calendar Year (Jan - Dec), 2023",Rohtak,,,,,
India,Haryana,"Calendar Year (Jan - Dec), 2023",Sirsa,,,,,106
India,Haryana,"Calendar Year (Jan - Dec), 2023",Sonipat,,,,,178
India,Haryana,"Calendar Year (Jan - Dec), 2023",Yamuna Nagar,,,,,129
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Baddi,,,,,119
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Damtal,,,,,53
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Dharamshala,,,,,43
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Kala Amb,,,,,95
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Manali,,,,,37
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Nalagarh,,,,,64
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Parwanoo,,,,,41
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Poanta Sahib,,,,,89
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Shimla,,,,,34
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Sunder Nagar,,,,,43
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Una,,,,,65
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2023",Vashisht,,,,,42
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2023",Jammu,,,,,108
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2023",Ramban (J),,,,,54
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2023",Srinagar (K),,,,,90
India,Jharkhand,"Calendar Year (Jan - Dec), 2023",Dhanbad,,,,,148
India,Jharkhand,"Calendar Year (Jan - Dec), 2023",Jamshedpur,,,,,127
India,Jharkhand,"Calendar Year (Jan - Dec), 2023",Jorapokhar,,,,,154
India,Jharkhand,"Calendar Year (Jan - Dec), 2023",Ranchi,,,,,107
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Bagalkote,,,,,47
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Bangalore,,,,,68
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Belgaum,,,,,74
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Bidar,,,,,58
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Bijapur / Vijayapura,,,,,47
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Chamarajanagar,,,,,43
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Chikkaballapur,,,,,64
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Chikkamagaluru,,,,,46
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Devanagere,,,,,72
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Gadag,,,,,54
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Gulbarga / Kalaburgi,,,,,63
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Hassan,,,,,66
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Haveri,,,,,62
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Hubli Dharwad,,,,,82
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Kolar,,,,,82
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Koppal,,,,,49
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Madikeri,,,,,33
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Mandya,,,,,40
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Mangalore,,,,,76
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Mysore,,,,,51
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Raichur,,,,,84
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Ramanagara,,,,,57
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Shimaga / Shivamogga,,,,,44
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Tumkuru,,,,,103
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Udupi,,,,,31
India,Karnataka,"Calendar Year (Jan - Dec), 2023",Yadgir,,,,,61
India,Kerala,"Calendar Year (Jan - Dec), 2023",Alappuzha,,,,,44
India,Kerala,"Calendar Year (Jan - Dec), 2023",Eloor,,,,,64
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kannur,,,,,68
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kochi,,,,,75
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kollam,,,,,73
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kottayam,,,,,51
India,Kerala,"Calendar Year (Jan - Dec), 2023",Kozhikode,,,,,46
India,Kerala,"Calendar Year (Jan - Dec), 2023",Mallappuram,,,,,31
India,Kerala,"Calendar Year (Jan - Dec), 2023",Palakkad,,,,,49
India,Kerala,"Calendar Year (Jan - Dec), 2023",Pathanamthitta,,,,,30
India,Kerala,"Calendar Year (Jan - Dec), 2023",Thiruvanantapuram,,,,,42
India,Kerala,"Calendar Year (Jan - Dec), 2023",Thrissur,,,,,73
India,Kerala,"Calendar Year (Jan - Dec), 2023",Wayanad,,,,,40
India,Ladakh,"Calendar Year (Jan - Dec), 2023",Jammu,,,,,108
India,Ladakh,"Calendar Year (Jan - Dec), 2023",Ramban (J),,,,,54
India,Ladakh,"Calendar Year (Jan - Dec), 2023",Srinagar (K),,,,,90
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Amlai,,,,,67
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Bhopal,,,,,111
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Chindwara,,,,,74
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Damoh,,,,,40
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Dewas,,,,,99
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Gwalior,,,,,139
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Indore,,,,,107
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Jabalpur,,,,,103
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Katni,,,,,127
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Maihar,,,,,50
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Mandideep,,,,,122
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Pithampur,,,,,108
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Ratlam,,,,,100
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Sagar,,,,,73
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Satna,,,,,104
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Singrauli,,,,,143
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2023",Ujjain,,,,,92
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Ahmednagar,,,,,96
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Akola,,,,,76
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Amravati,,,,,79
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Aurangabad,,,,,107
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Badlapur,,,,,143
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Belapur,,,,,81
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Bhiwandi,,,,,81
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Boisar,,,,,97
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Chandrapur,,,,,106
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Dhule,,,,,105
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Dombivali / Kalyan,,,,,133
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Jalgaon,,,,,88
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Jalna,,,,,91
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Kolhapur,,,,,80
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Latur,,,,,58
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Mahad,,,,,76
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Malegao,,,,,105
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Mira Bhayander,,,,,97
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Mumbai,,,,,108
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Nagpur,,,,,94
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Nanded,,,,,75
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Nashik,,,,,68
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Navi Mumbai,,,,,106
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Parbhani,,,,,87
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Pimpri Chinchwad,,,,,93
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Pune,,,,,99
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Roha,,,,,97
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Sangli,,,,,73
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Solapur,,,,,96
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Tarapur,,,,,110
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Thane,,,,,112
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Ulhas Nagar,,,,,137
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",Vasai virar,,,,,119
India,Manipur,"Calendar Year (Jan - Dec), 2023",Imphal,,,,,75
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Byraihat,,,,,100
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Dawki,,,,,41
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Khlihriat,,,,,50
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Nongstoin,,,,,45
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Shillong,,,,,58
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Tura,,,,,45
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",Umsning,,,,,90
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Aizwal,,,,,52
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Champhai,,,,,29
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Kolasib,,,,,19
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Lawngtlai,,,,,47
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Lunglei,,,,,12
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Mamit,,,,,36
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Serchhip,,,,,22
India,Mizoram,"Calendar Year (Jan - Dec), 2023",Siaha,,,,,32
India,Nagaland,"Calendar Year (Jan - Dec), 2023",Dimapur,,,,,97
India,Nagaland,"Calendar Year (Jan - Dec), 2023",Kohima,,,,,69
India,Odisha,"Calendar Year (Jan - Dec), 2023",Angul,,,,,142
India,Odisha,"Calendar Year (Jan - Dec), 2023",Balasore,,,,,106
India,Odisha,"Calendar Year (Jan - Dec), 2023",Baripada,,,,,101
India,Odisha,"Calendar Year (Jan - Dec), 2023",Bhubaneshwar,,,,,111
India,Odisha,"Calendar Year (Jan - Dec), 2023",Bileipada,,,,,165
India,Odisha,"Calendar Year (Jan - Dec), 2023",Brajrajnagar,,,,,78
India,Odisha,"Calendar Year (Jan - Dec), 2023",Cuttack,,,,,129
India,Odisha,"Calendar Year (Jan - Dec), 2023",Jharsuguda,,,,,112
India,Odisha,"Calendar Year (Jan - Dec), 2023",Keonjhar,,,,,100
India,Odisha,"Calendar Year (Jan - Dec), 2023",Konark,,,,,64
India,Odisha,"Calendar Year (Jan - Dec), 2023",Nayagarh,,,,,129
India,Odisha,"Calendar Year (Jan - Dec), 2023",Paradeep,,,,,90
India,Odisha,"Calendar Year (Jan - Dec), 2023",Puri,,,,,98
India,Odisha,"Calendar Year (Jan - Dec), 2023",Rairangpur,,,,,99
India,Odisha,"Calendar Year (Jan - Dec), 2023",Rourkela,,,,,127
India,Odisha,"Calendar Year (Jan - Dec), 2023",Sambalpur,,,,,111
India,Odisha,"Calendar Year (Jan - Dec), 2023",Suakati,,,,,112
India,Odisha,"Calendar Year (Jan - Dec), 2023",Talcher,,,,,110
India,Odisha,"Calendar Year (Jan - Dec), 2023",Tensa,,,,,85
India,Puducherry,"Calendar Year (Jan - Dec), 2023",Karaikal,,,,,40
India,Puducherry,"Calendar Year (Jan - Dec), 2023",Pondicherry,,,,,50
India,Punjab,"Calendar Year (Jan - Dec), 2023",Amritsar,,,,,117
India,Punjab,"Calendar Year (Jan - Dec), 2023",Aspal Khurd (Tapa),,,,,87
India,Punjab,"Calendar Year (Jan - Dec), 2023",Barnala,,,,,92
India,Punjab,"Calendar Year (Jan - Dec), 2023",Batala,,,,,71
India,Punjab,"Calendar Year (Jan - Dec), 2023",Bhatinda,,,,,124
India,Punjab,"Calendar Year (Jan - Dec), 2023",Changal (Sangrur),,,,,85
India,Punjab,"Calendar Year (Jan - Dec), 2023",Dera Baba Nanak,,,,,55
India,Punjab,"Calendar Year (Jan - Dec), 2023",Dera Bassi,,,,,105
India,Punjab,"Calendar Year (Jan - Dec), 2023",Faridkot,,,,,89
India,Punjab,"Calendar Year (Jan - Dec), 2023",Fatehpur (Samana),,,,,85
India,Punjab,"Calendar Year (Jan - Dec), 2023",Fazilka,,,,,94
India,Punjab,"Calendar Year (Jan - Dec), 2023",Gurdaspur,,,,,81
India,Punjab,"Calendar Year (Jan - Dec), 2023",Guru Ki Dhab (Kotkapura),,,,,79
India,Punjab,"Calendar Year (Jan - Dec), 2023",Jaito Sarja (Batala),,,,,68
India,Punjab,"Calendar Year (Jan - Dec), 2023",Jalandhar,,,,,116
India,Punjab,"Calendar Year (Jan - Dec), 2023",Khanna,,,,,98
India,Punjab,"Calendar Year (Jan - Dec), 2023",Kharaori (Sirhind),,,,,86
India,Punjab,"Calendar Year (Jan - Dec), 2023",Kotladoom (Ajnala),,,,,102
India,Punjab,"Calendar Year (Jan - Dec), 2023",Lakho ke Behram (Ferozpur),,,,,81
India,Punjab,"Calendar Year (Jan - Dec), 2023",Ludhiana,,,,,169
India,Punjab,"Calendar Year (Jan - Dec), 2023",Malerkota,,,,,92
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mandi Gobindgarh,,,,,125
India,Punjab,"Calendar Year (Jan - Dec), 2023",Moga,,,,,88
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mohali,,,,,100
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mrar Kalan (Muktsar),,,,,82
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mukandpur (Nawashahar),,,,,65
India,Punjab,"Calendar Year (Jan - Dec), 2023",Mureedke (Batala),,,,,77
India,Punjab,"Calendar Year (Jan - Dec), 2023",Naudhrani (Malerkotla),,,,,82
India,Punjab,"Calendar Year (Jan - Dec), 2023",Naya Nangal,,,,,60
India,Punjab,"Calendar Year (Jan - Dec), 2023",Patiala,,,,,92
India,Punjab,"Calendar Year (Jan - Dec), 2023",Peer Mohammad (Jalalabad),,,,,84
India,Punjab,"Calendar Year (Jan - Dec), 2023",Poohli (Bhatinda),,,,,86
India,Punjab,"Calendar Year (Jan - Dec), 2023",Qila Bharian (Sangrur),,,,,85
India,Punjab,"Calendar Year (Jan - Dec), 2023",Rakhra (Patiala),,,,,85
India,Punjab,"Calendar Year (Jan - Dec), 2023",Rohila (Samrala),,,,,84
India,Punjab,"Calendar Year (Jan - Dec), 2023",Rupnagar,,,,,142
India,Punjab,"Calendar Year (Jan - Dec), 2023",SBS nagar,,,,,92
India,Punjab,"Calendar Year (Jan - Dec), 2023",Sirhind,,,,,93
India,Punjab,"Calendar Year (Jan - Dec), 2023",Taran-Tarn,,,,,92
India,Punjab,"Calendar Year (Jan - Dec), 2023",Tirathpur (Amritsar I),,,,,104
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Ajmer,,,,,101
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Alwar,,,,,128
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Banswara,,,,,110
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Baran,,,,,111
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Barmer,,,,,102
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bharatpur,,,,,168
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bhilwara,,,,,121
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bhiwadi,,,,,226
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bikaner,,,,,174
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Bundi,,,,,136
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Chittorgargh,,,,,114
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Churu,,,,,116
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Dausa,,,,,163
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Dholpur,,,,,127
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Dungarpur,,,,,99
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Hanumangarh,,,,,211
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jaipur,,,,,143
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jaisalmer,,,,,139
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jalore,,,,,163
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jhalawar,,,,,98
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jhunjhunu,,,,,127
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Jodhpur,,,,,127
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Karauli,,,,,60
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Kota,,,,,122
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Nagaur,,,,,135
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Pali,,,,,110
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Pratapgarh,,,,,100
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Rajasmand,,,,,93
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Sawai Madhopur,,,,,108
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Sikar,,,,,147
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Sirohi,,,,,88
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Sri Ganganagar,,,,,216
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Tonk,,,,,170
India,Rajasthan,"Calendar Year (Jan - Dec), 2023",Udaipur,,,,,122
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Gangtok,,,,,34
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Mangan,,,,,41
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Namchi,,,,,
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Pelling,,,,,
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Ravangla,,,,,
India,Sikkim,"Calendar Year (Jan - Dec), 2023",Singtam,,,,,63
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Ariyalura,,,,,43
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Chengalpattu,,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Chennai,,,,,63
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Coimbatore,,,,,83
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Cuddalore,,,,,42
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Dharmapuri,,,,,42
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Dindigul,,,,,52
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Gummidipoondi,,,,,119
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Hosur,,,,,77
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2023",Kanchipuram,,,,,51
