"" ,"License ->Content in this spreadsheet is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license. Details of the license can be seen here: https://creativecommons.org/licenses/by-nc-sa/4.0","Citation->Recommended citation: India Sand Watch, Veditum India Foundation. Accessed via http://sandwatch.envmonitoring.in on 4/12/2026",
"Title","States","District","PDF","Number of streams identified for mining","Rivers / Streams","Total number of Identified/ proposed mining locations","Identified sand potential (cubic metres)","Identified sand potential (tonnes)","Additional notes","main.quarrySpecific.1.Sub district name","main.quarrySpecific.1.Rivers","main.quarrySpecific.1.Polygon points","main.quarrySpecific.1.Notes","main.quarrySpecific.2.Sub district name","main.quarrySpecific.2.Rivers","main.quarrySpecific.2.Polygon points","main.quarrySpecific.2.Notes","Sub district / Tehsil","Date of Issue","Website / Office From Which The Document Was Obtained","Issuing / Inviting Agency","Monitoring Agency","Published Date","main.quarrySpecific.1.Name of the quarry","main.quarrySpecific.1.Area in Ha","main.quarrySpecific.1.Minable reserve","main.quarrySpecific.1.Reserve price","main.quarrySpecific.2.Name of the quarry","main.quarrySpecific.2.Area in Ha","main.quarrySpecific.2.Minable reserve","main.quarrySpecific.2.Reserve price","main.quarrySpecific.3.Name of the quarry","main.quarrySpecific.3.Area in Ha","main.quarrySpecific.3.Minable reserve","main.quarrySpecific.3.Reserve price","main.quarrySpecific.3.Sub district name","main.quarrySpecific.3.Rivers","main.quarrySpecific.3.Polygon points","main.quarrySpecific.3.Notes","main.quarrySpecific.4.Name of the quarry","main.quarrySpecific.4.Area in Ha","main.quarrySpecific.4.Minable reserve","main.quarrySpecific.4.Reserve price","main.quarrySpecific.4.Sub district name","main.quarrySpecific.4.Rivers","main.quarrySpecific.4.Polygon points","main.quarrySpecific.4.Notes","main.quarrySpecific.5.Name of the quarry","main.quarrySpecific.5.Area in Ha","main.quarrySpecific.5.Minable reserve","main.quarrySpecific.5.Reserve price","main.quarrySpecific.5.Sub district name","main.quarrySpecific.5.Rivers","main.quarrySpecific.5.Polygon points","main.quarrySpecific.5.Notes","main.quarrySpecific.6.Name of the quarry","main.quarrySpecific.6.Area in Ha","main.quarrySpecific.6.Minable reserve","main.quarrySpecific.6.Reserve price","main.quarrySpecific.6.Sub district name","main.quarrySpecific.6.Rivers","main.quarrySpecific.6.Polygon points","main.quarrySpecific.6.Notes","main.quarrySpecific.7.Name of the quarry","main.quarrySpecific.7.Area in Ha","main.quarrySpecific.7.Minable reserve","main.quarrySpecific.7.Reserve price","main.quarrySpecific.7.Sub district name","main.quarrySpecific.7.Rivers","main.quarrySpecific.7.Polygon points","main.quarrySpecific.7.Notes","main.quarrySpecific.8.Name of the quarry","main.quarrySpecific.8.Area in Ha","main.quarrySpecific.8.Minable reserve","main.quarrySpecific.8.Reserve price","main.quarrySpecific.8.Sub district name","main.quarrySpecific.8.Rivers","main.quarrySpecific.8.Polygon points","main.quarrySpecific.8.Notes","main.quarrySpecific.9.Name of the quarry","main.quarrySpecific.9.Area in Ha","main.quarrySpecific.9.Minable reserve","main.quarrySpecific.9.Reserve price","main.quarrySpecific.9.Sub district name","main.quarrySpecific.9.Rivers","main.quarrySpecific.9.Polygon points","main.quarrySpecific.9.Notes","main.quarrySpecific.10.Name of the quarry","main.quarrySpecific.10.Area in Ha","main.quarrySpecific.10.Minable reserve","main.quarrySpecific.10.Reserve price","main.quarrySpecific.10.Sub district name","main.quarrySpecific.10.Rivers","main.quarrySpecific.10.Polygon points","main.quarrySpecific.10.Notes","main.quarrySpecific.11.Name of the quarry","main.quarrySpecific.11.Area in Ha","main.quarrySpecific.11.Minable reserve","main.quarrySpecific.11.Reserve price","main.quarrySpecific.11.Sub district name","main.quarrySpecific.11.Rivers","main.quarrySpecific.11.Polygon points","main.quarrySpecific.11.Notes","main.quarrySpecific.12.Name of the quarry","main.quarrySpecific.12.Area in Ha","main.quarrySpecific.12.Minable reserve","main.quarrySpecific.12.Reserve price","main.quarrySpecific.12.Sub district name","main.quarrySpecific.12.Rivers","main.quarrySpecific.12.Polygon points","main.quarrySpecific.12.Notes","main.quarrySpecific.13.Name of the quarry","main.quarrySpecific.13.Area in Ha","main.quarrySpecific.13.Minable reserve","main.quarrySpecific.13.Reserve price","main.quarrySpecific.13.Sub district name","main.quarrySpecific.13.Rivers","main.quarrySpecific.13.Polygon points","main.quarrySpecific.13.Notes","main.quarrySpecific.14.Name of the quarry","main.quarrySpecific.14.Area in Ha","main.quarrySpecific.14.Minable reserve","main.quarrySpecific.14.Reserve price","main.quarrySpecific.14.Sub district name","main.quarrySpecific.14.Rivers","main.quarrySpecific.14.Polygon points","main.quarrySpecific.14.Notes","main.quarrySpecific.15.Name of the quarry","main.quarrySpecific.15.Area in Ha","main.quarrySpecific.15.Minable reserve","main.quarrySpecific.15.Reserve price","main.quarrySpecific.15.Sub district name","main.quarrySpecific.15.Rivers","main.quarrySpecific.15.Polygon points","main.quarrySpecific.15.Notes","main.quarrySpecific.16.Name of the quarry","main.quarrySpecific.16.Area in Ha","main.quarrySpecific.16.Minable reserve","main.quarrySpecific.16.Reserve price","main.quarrySpecific.16.Sub district name","main.quarrySpecific.16.Rivers","main.quarrySpecific.16.Polygon points","main.quarrySpecific.16.Notes","main.quarrySpecific.17.Name of the quarry","main.quarrySpecific.17.Area in Ha","main.quarrySpecific.17.Minable reserve","main.quarrySpecific.17.Reserve price","main.quarrySpecific.17.Sub district name","main.quarrySpecific.17.Rivers","main.quarrySpecific.17.Polygon points","main.quarrySpecific.17.Notes","main.quarrySpecific.18.Sub district name","main.quarrySpecific.18.Rivers","main.quarrySpecific.18.Polygon points","main.quarrySpecific.18.Notes","main.quarrySpecific.19.Sub district name","main.quarrySpecific.19.Rivers","main.quarrySpecific.19.Polygon points","main.quarrySpecific.19.Notes","main.quarrySpecific.20.Sub district name","main.quarrySpecific.20.Rivers","main.quarrySpecific.20.Polygon points","main.quarrySpecific.20.Notes","main.quarrySpecific.21.Sub district name","main.quarrySpecific.21.Rivers","main.quarrySpecific.21.Polygon points","main.quarrySpecific.21.Notes","main.quarrySpecific.22.Sub district name","main.quarrySpecific.22.Rivers","main.quarrySpecific.22.Polygon points","main.quarrySpecific.22.Notes","main.quarrySpecific.23.Sub district name","main.quarrySpecific.23.Rivers","main.quarrySpecific.23.Polygon points","main.quarrySpecific.23.Notes","main.quarrySpecific.24.Sub district name","main.quarrySpecific.24.Rivers","main.quarrySpecific.24.Polygon points","main.quarrySpecific.24.Notes","main.quarrySpecific.25.Sub district name","main.quarrySpecific.25.Rivers","main.quarrySpecific.25.Polygon points","main.quarrySpecific.25.Notes","main.quarrySpecific.26.Sub district name","main.quarrySpecific.26.Rivers","main.quarrySpecific.26.Polygon points","main.quarrySpecific.26.Notes","main.quarrySpecific.27.Sub district name","main.quarrySpecific.27.Rivers","main.quarrySpecific.27.Polygon points","main.quarrySpecific.27.Notes","main.quarrySpecific.28.Sub district name","main.quarrySpecific.28.Rivers","main.quarrySpecific.28.Polygon points","main.quarrySpecific.28.Notes","main.quarrySpecific.29.Sub district name","main.quarrySpecific.29.Rivers","main.quarrySpecific.29.Polygon points","main.quarrySpecific.29.Notes","main.quarrySpecific.30.Sub district name","main.quarrySpecific.30.Rivers","main.quarrySpecific.30.Polygon points","main.quarrySpecific.30.Notes","main.quarrySpecific.31.Sub district name","main.quarrySpecific.31.Rivers","main.quarrySpecific.31.Polygon points","main.quarrySpecific.31.Notes","main.quarrySpecific.32.Sub district name","main.quarrySpecific.32.Rivers","main.quarrySpecific.32.Polygon points","main.quarrySpecific.32.Notes","main.quarrySpecific.33.Sub district name","main.quarrySpecific.33.Rivers","main.quarrySpecific.33.Polygon points","main.quarrySpecific.33.Notes","main.quarrySpecific.34.Sub district name","main.quarrySpecific.34.Rivers","main.quarrySpecific.34.Polygon points","main.quarrySpecific.34.Notes","main.quarrySpecific.35.Sub district name","main.quarrySpecific.35.Rivers","main.quarrySpecific.35.Polygon points","main.quarrySpecific.35.Notes","main.quarrySpecific.36.Sub district name","main.quarrySpecific.36.Rivers","main.quarrySpecific.36.Polygon points","main.quarrySpecific.36.Notes","main.quarrySpecific.37.Sub district name","main.quarrySpecific.37.Rivers","main.quarrySpecific.37.Polygon points","main.quarrySpecific.37.Notes","main.quarrySpecific.38.Sub district name","main.quarrySpecific.38.Rivers","main.quarrySpecific.38.Polygon points","main.quarrySpecific.38.Notes","main.quarrySpecific.39.Sub district name","main.quarrySpecific.39.Rivers","main.quarrySpecific.39.Polygon points","main.quarrySpecific.39.Notes","main.quarrySpecific.40.Sub district name","main.quarrySpecific.40.Rivers","main.quarrySpecific.40.Polygon points","main.quarrySpecific.40.Notes","main.quarrySpecific.41.Sub district name","main.quarrySpecific.41.Rivers","main.quarrySpecific.41.Polygon points","main.quarrySpecific.41.Notes","main.quarrySpecific.42.Sub district name","main.quarrySpecific.42.Rivers","main.quarrySpecific.42.Polygon points","main.quarrySpecific.42.Notes","main.quarrySpecific.43.Sub district name","main.quarrySpecific.43.Rivers","main.quarrySpecific.43.Polygon points","main.quarrySpecific.43.Notes","main.quarrySpecific.44.Sub district name","main.quarrySpecific.44.Rivers","main.quarrySpecific.44.Polygon points","main.quarrySpecific.44.Notes","main.quarrySpecific.45.Sub district name","main.quarrySpecific.45.Rivers","main.quarrySpecific.45.Polygon points","main.quarrySpecific.45.Notes","main.quarrySpecific.46.Sub district name","main.quarrySpecific.46.Rivers","main.quarrySpecific.46.Polygon points","main.quarrySpecific.46.Notes","main.quarrySpecific.47.Sub district name","main.quarrySpecific.47.Rivers","main.quarrySpecific.47.Polygon points","main.quarrySpecific.47.Notes"
"Paschim Medinipur","West Bengal","Paschim Medinipur","https://storage.googleapis.com/download/storage/v1/b/ved_prod__media/o/pdfs%2F5f96b7d2-aede-4ed1-9df7-fb097e6c30ca.pdf?generation=1669034097336340&alt=media",1,"Silabati",2,18800,"N/A","N/A","Garbeta - I","Silabati","Serial Number,Latitude,Longitude
A,22°49'15.03""N,87°30'33.95""E
B,22°49'14.07""N,87°30′33.52""E
C,22°49'23.76""N,87°30'8.33""E
D,22°49'24.46""N,87°30'9.02""E
","Mouza - Kalikapur  
 Area (Ha.) - 2.96 
 Mineable Reserve (in Cubic meter) - 14800 
 JL no - 900 
 Plot no - 1288(P) 
 P.S - Garhbeta 
 Method of mining - Manual 
 Ultimate depth of Mining - 1.5m - 2m   
 Reserve Price (in INR) - 370007","Garbeta - I","Silabati","Serial Number,Latitude,Longitude
A,22°51'13.92""N,87°17'25.79″E
B,22°51'13.29""N,87°17'26.16""E
C,22°51'10.33""N,87°17'21.37""E
D,22°51'12.31""N,87°17'20.09″E
","Mouza - Bhattagram, 
 Area - 0.80  
 Mineable Reserve (in Cubic meter) - 4000 
 JL no - 399 
 Plot no - 680(P) 
 P.S - Garhbeta  
 Method of mining - Manual 
 Ultimate depth of Mining - 1.5m - 2m 
 Reserve Price (in INR) - 100015","Midnapore","30-10-2018 18:30:00","https://www.paschimmedinipur.gov.in/","District Committee for competitive Bidding ","District Committee ","21-11-2022","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Banka, 2022","Bihar","Banka","https://storage.googleapis.com/download/storage/v1/b/ved_prod__media/o/pdfs%2F7bce4ce8-ee09-4b99-b3f1-49aa9be6a551.pdf?generation=1669222658399888&alt=media",6,"Chanan, Badua, Odhni, Kurar, Chir, Sukhaniya",17,10894920,"N/A","N/A","Amarpur","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Royalty Rate (INR/Cubic meter) - 150 
 Co-ordinates were not clear.","Banka","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Royalty Rate (INR/Cubic meter) - 150 
 Co-ordinates were not clear.","Banka","23-11-2022 18:30:00","https://banka.nic.in/notice_category/tenders/","Mines and Geology Department ","Mines and Geology Department ","23-11-2022","Banka Chanan 1","35","630000 Cubic meters","94500000","Banka Chanan 2","30","540000 Cubic meters","81000000","Banka Chanan 3","27","486000 Cubic meters","72900000","Banka","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Royalty Rate (INR/Cubic meter) - 150 
 Co-ordinates were not clear.","Banka Chanan 4","31","558000 Cubic meters","83700000","Banka","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Banka Chanan 4 
 Area (in Ha) - 31 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 558000 
 Royalty Rate (INR/Cubic meter) - 150 
 Reserve Price (in INR) for First Year - 83700000 
 Co-ordinates were not clear.","Banka Chanan 5","50","900000 Cubic meters","135000000","Banka","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Banka Chanan 5 
 Area (in Ha) - 50 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 900000 
 Royalty Rate (INR/Cubic meter) - 150 
 Reserve Price (in INR) for First Year - 135000000 
 Co-ordinates were not clear.","Banka Chanan 6","34","612000 Cubic meters","91800000","Banka","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Banka Chanan 6 
 Area (in Ha) - 34 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 612000 
 Royalty Rate (INR/Cubic meter) - 150 
 Reserve Price (in INR) for First Year - 91800000 
 Co-ordinates were not clear.","Banka Chanan 7","55.9","1006200 Cubic meters","150930000","Banka","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Banka Chanan 7 
 Area (in Ha) - 55.9 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 1006200 
 Royalty Rate (INR/Cubic meter) - 150 
 Reserve Price (in INR) for First Year - 150930000 
 Co-ordinates were not clear.","Banka Chanan 8","22","396000 Cubic meters","59400000","Banka","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Banka Chanan 8 
 Area (in Ha) - 22 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 396000 
 Royalty Rate (INR/Cubic meter) - 150 
 Reserve Price (in INR) for First Year - 59400000 
 Co-ordinates were not clear.","Banka Chanan 9","33","594000 Cubic meters","89100000","Banka","Chanan","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Banka Chanan 9 
 Area (in Ha) - 33 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 594000 
 Royalty Rate (INR/Cubic meter) - 150 
 Reserve Price (in INR) for First Year - 89100000 
 Co-ordinates were not clear.","Badua Unit 1","42","504000 Cubic meters","37800000","Banka","Badua","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Badua Unit 1 
 Area (in Ha) - 42 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 504000 
 Royalty Rate (INR/Cubic meter) - 75 
 Reserve Price (in INR) for First Year - 37800000 
 Co-ordinates were not clear.","Badua Unit 2","80","960000 Cubic meters","72000000","Banka","Badua","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Badua Unit 2 
 Area (in Ha) - 80 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 960000 
 Royalty Rate (INR/Cubic meter) - 75 
 Reserve Price (in INR) for First Year - 72000000 
 Co-ordinates were not clear.","Badua Unit 3","27","324000 Cubic meters","24300000","Banka","Badua","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Badua Unit 3 
 Area (in Ha) - 27 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 324000 
 Royalty Rate (INR/Cubic meter) - 75 
 Reserve Price (in INR) for First Year - 24300000 
 Co-ordinates were not clear.","Odhni Unit ","76.4","916800 Cubic meters","68760000","Banka","Odhni","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Odhni Unit  
 Area (in Ha) - 76.4 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 916800 
 Royalty Rate (INR/Cubic meter) - 75 
 Reserve Price (in INR) for First Year - 68760000 
 Co-ordinates were not clear.","Kurar Unit ","41.36","496320 Cubic meters","37224000","Banka","Kurar","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Kurar Unit  
 Area (in Ha) - 41.36 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 496320 
 Royalty Rate (INR/Cubic meter) - 75 
 Reserve Price (in INR) for First Year - 37224000 
 Co-ordinates were not clear.","Chir Unit 1 ","26","312000 Cubic meters","23400000","Banka","Chir","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Chir Unit 1  
 Area (in Ha) - 26 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 312000 
 Royalty Rate (INR/Cubic meter) - 75 
 Reserve Price (in INR) for First Year - 23400000 
 Co-ordinates were not clear.","Chir Unit 2","67","804000 Cubic meters","60300000","Banka","Chir","Serial Number,Latitude,Longitude
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Chir Unit 2 
 Area (in Ha) - 67 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 804000 
 Royalty Rate (INR/Cubic meter) - 75 
 Reserve Price (in INR) for First Year - 60300000 
 Co-ordinates were not clear.","Sukhaniya Unit","71.3","855600 Cubic meters","64170000","Banka","Sukhaniya","Serial Number,Latitude,Longitude
-,-,-
-,-,-
-,-,-
","Sand Ghat Settlement Unit - Sukhaniya Unit 
 Area (in Ha) - 71.3 
 Mineable Reserve (in Cubic meter) as per approved DSR 2022 - 855600 
 Royalty Rate (INR/Cubic meter) - 75 
 Reserve Price (in INR) for First Year - 64170000 
 Co-ordinates were not clear.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Lakhisarai, 2022","Bihar","Lakhisarai","https://storage.googleapis.com/download/storage/v1/b/ved_prod__media/o/pdfs%2Fa00f442b-ed26-4ccf-9bd5-5fd398dd0d74.pdf?generation=1669363481091742&alt=media",1,"Kiul",11,"N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°11'59.10""N,86°7'38.49""E
B,25°11'46.95""N,86° 7'44.82″E
C,25°11'23.15""N,86°7'0.44″E
D,25°11'35.32"" N,86°6'53.21""E
","Sand Ghat - LAKHI-KIUL-1 
 Area (in Ha.) - 61 
 Mouza - Kishanpur  
 P.S - Lakhisarai 
 Reserve Price - 1,54,48,630","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°11'20.04""N,86°6'34.73"" E
B,25°11'10.53""N,86°6'41.28""E
C,25°10'55.01""N,86°6'12.91""E
D,25°11'3.55""N,86°6'5.06″E
","Sand Ghat - LAKHI-KIUL-2 
 Area (in Ha.) - 32.6 
 Mouza - Garhi Vishanpur  
 P.S - Sakhisarai 
 Reserve Price - 82,56,154","Lakhisarai","04-01-2022 18:30:00","https://lakhisarai.nic.in/","Mines and Geology Department ","Mines and Geology Department ","25-11-2022","LAKHI-KIUL-1","N/A","N/A","N/A","LAKHI-KIUL-2","N/A","N/A","N/A","LAKHI-KIUL-3","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°11'3.55""N,86°6'5.06""E
B,25°10'55.01""N,86°6'12.91″E
C,25°10'48.20""N,86°6'2.95″E
D,25°10'34.93″N,86°5'56.83""E
E,25°10'36.78""N,86°5'46.72″E
F,25°10'51.18 N,86°5'53.24″E
","Sand Ghat - LAKHI-KIUL-3 
 Area (in Ha.) - 25.8 
 Mouza - Khagir 
 P.S - Kiul 
 Reserve Price - 65,34,011","LAKHI-KIUL-4","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°10'4.21""N,86°5'49.39""E
B,25°10'7.79""N,86°6'1.16""E
C,25°9'54.24″N,86°6'7.01""E
D,25°9'41.22""N,86°6'18.22 E
E,25°9'37.02""N,86°6'10.75""E
F,25°9'56.72""N,86°5'52.83""E
","Sand Ghat - LAKHI-KIUL-4 
 Area (in Ha.) - 28.4 
 Mouza - Vrindavan  
 P.S - Kiul 
 Reserve Price - 71,92,477","LAKHI-KIUL-5","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°9'37.02""N,86°6'10.75""E
B,25°9'41.22″N,86°6'18.22""E
C,25°9'20.32""N,86°6'33 16″E
D,25°9'17.08″N,86°6'24.29″E
","Sand Ghat - LAKHI-KIUL-5 
 Area (in Ha.) - 18.5 
 Mouza - Kawaiya 
 P.S - Kiul 
 Reserve Price - 46,85,241","LAKHI-KIUL-6","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°9'17.08″N,86°6'24.29″E
B,25°9'20:32""N,86°6'33.16″E
C,25°8'35.97″N,86°6'38.32″E
D,25°8'35.01″N,86°6'29.29″E
","Sand Ghat - LAKHI-KIUL-6 
 Area (in Ha.) - 34.3 
 Mouza - Hasanpur 
 P.S - Kiul  
 Reserve Price - 86,86,689","LAKHI-KIUL-7","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°8'35.01""N,86°6'29.29""E
B,25°8'35.97""N,86°6'38.32""E
C,25°8'13.94""N,86°6'38.92""E
D,25°8'8.89""N,86°6'30.66″E
E,25°8'21.79""N,86°6'27.86""E
","Sand Ghat - LAKHI-KIUL-7 
 Area (in Ha.) - 20.6 
 Mouza - Ghosi Kundi 
 P.S - Kiul 
 Reserve Price - 4,29,89,107","LAKHI-KIUL-8","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°5'44.15""N,86°8'5.59""E
B,25°5'28.89""N,86°8'24.59″E
C,25°5'5.12″N,86°8'10.84""E
D,25°5'23.43″N,86°7'39.92""E
","Sand Ghat - LAKHI-KIUL-8 
 Area (in Ha.) - 76.6 
 Mouza - Maliya  
 P.S - Chanan 
 Reserve Price - 15,98,52,698","LAKHI-KIUL-9","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°5'23.43""N,86°7'39.92""E
B,25°5'5.12""N,86°8'10.84""E
C,25°4'57.96""N,86°8'9.17""E
D,25°5'5.78""N,86°7'36.42""E
","Sand Ghat - LAKHI-KIUL-9 
 Area (in Ha.) - 37 
 Mouza - Tetarhat 
 P.S - Tetarhat 
 Reserve Price - 7,72,13,445","LAKHI-KIUL-10","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°4'36.02""N,86°8'20.12""E
B,25°4'47.12""N,86°8'24.27""E
C,25°4′36.06""N,86°8'53.80""E
D,25°4′28.01""N,86°8'42.42""E
","Sand Ghat - LAKHI-KIUL-10 
 Area (in Ha.) - 31 
 Mouza - Nagardar  
 P.S - Chanan 
 Reserve Price - 6,46,92,345","LAKHI-KIUL-11","N/A","N/A","N/A","Lakhisarai","Kiul","Serial Number,Latitude,Longitude
A,25°4′28.01""N,86°8'42.42""E
B,25°4'36.06""N,86°8'53.80""E
C,25°4'2.99""N,86°9'18.79""E
D,25°3'56.28""N,86°9'1.80""E
","Sand Ghat - LAKHI KIUL-11 
 Area (in Ha.) - 53.9 
 Mouza - Nagardar 
 P.S - Chanan 
 Reserve Price - 11,24,81,206","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
