Country,State,Year,Station Code,Monitoring Location,"Minimum Temperature For Medium And Minor Rivers (UOM:°C(Centigrade)), Scaling Factor:1","Maximum Temperature For Medium And Minor Rivers (UOM:°C(Centigrade)), Scaling Factor:1","Minimum Value Of Dissolved Oxygen (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Value Of Dissolved Oxygen (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum Potential Of Hydrogen Value In Water (UOM:pH), Scaling Factor:1","Maximum Potential Of Hydrogen Value In Water (UOM:pH), Scaling Factor:1","Minimum Conductivity Level (UOM:µmhos/cm(micromhospercentimeter)), Scaling Factor:1","Maximum Conductivity Level (UOM:µmhos/cm(micromhospercentimeter)), Scaling Factor:1","Minimum Biochemical Oxygen Demand (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Biochemical Oxygen Demand (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Nitrate N + Nitrite N Required For Medium And Minor Rivers (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum  Of Nitrate N + Nitrite N Required For Medium And Minor Rivers (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Fecal Coliforms For Medium And Minor Rivers (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum   Of Fecal Coliforms For Medium And Minor Rivers (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum  Of Total Coliform For Medium And Minor Rivers (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum  Of Total Coliform For Medium And Minor Rivers (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum Fecal Streptococci Required For Different Water Bodies (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum Fecal Streptococci Required For Different Water Bodies (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1"
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",4373.0,"RIVER GOSTANI SAMPLE AFTER CONFLUENCE WITH M/S DELTA PAPEER MILL EFFLUENTS, BENDRA, PALAKODERU (M), BUT BEFORE CONFLUENCE WITH YANAMADURRU DRAIN",25.0000000000000000,30.0000000000000000,0.30000000000000000000,5.5000000000000000,7.1000000000000000,7.9000000000000000,698.0000000000000000,4940.0000000000000000,2.6000000000000000,16.0000000000000000,1.38000000000000000000,6.9800000000000000,4.0000000000000000,15.0000000000000000,120.0000000000000000,460.0000000000000000,2.0000000000000000,2.0000000000000000
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",5149.0,"RIVER BAHUDA AT NTR JALASAYAM, KALAVAGUNTA (V), PENUMURU (M)",24.0000000000000000,30.0000000000000000,5.1000000000000000,6.0000000000000000,7.6000000000000000,8.1000000000000000,1039.0000000000000000,1556.0000000000000000,1.20000000000000000000,2.3000000000000000,0.34000000000000000000,0.94000000000000000000,114.0000000000000000,416.0000000000000000,454.0000000000000000,980.0000000000000000,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2023",5155.0,"RIVER YELERU AT YELERU RESERVOIR,YELESWARAM (V & M)",24.0000000000000000,27.0000000000000000,6.4000000000000000,7.5000000000000000,7.3000000000000000,8.3000000000000000,243.0000000000000000,491.0000000000000000,1.60000000000000000000,2.2000000000000000,0.32000000000000000000,1.22000000000000000000,2.0000000000000000,20.0000000000000000,43.0000000000000000,240.0000000000000000,2.0000000000000000,3.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",3791.0,"RIVER KALIANI NEAR KANAIGHAT BRIDGE, KANAIGHAT",19.0000000000000000,31.0000000000000000,5.8000000000000000,9.8000000000000000,7.0000000000000000,7.7000000000000000,120.0000000000000000,148.0000000000000000,2.0000000000000000,2.6000000000000000,0.50000000000000000000,2.0000000000000000,360.0000000000000000,730.0000000000000000,910.0000000000000000,1500.0000000000000000,120.0000000000000000,240.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",3796.0,RIVER KUJI (NEAR NEW BOGAGIGAON) NEAR WATER INTAKE POINT FOR NF RAILWAY,20.0000000000000000,36.0000000000000000,5.2000000000000000,6.1000000000000000,6.8000000000000000,7.3000000000000000,140.0000000000000000,182.0000000000000000,2.0000000000000000,2.6000000000000000,0.60000000000000000000,2.0000000000000000,360.0000000000000000,1100.0000000000000000,1100.0000000000000000,2100.0000000000000000,150.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",3797.0,RIVER MANAS (SANTOSHPUR) NEAR LENGTISINGA,19.0000000000000000,34.0000000000000000,5.2000000000000000,5.6000000000000000,6.8000000000000000,7.6000000000000000,132.0000000000000000,146.0000000000000000,2.0000000000000000,2.7000000000000000,0.60000000000000000000,1.60000000000000000000,600.0000000000000000,910.0000000000000000,1100.0000000000000000,2100.0000000000000000,210.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",3799.0,RIVER KILLING IN MORIGAON DISTRICT,16.0000000000000000,32.0000000000000000,5.2000000000000000,10.9000000000000000,6.9000000000000000,7.4000000000000000,84.0000000000000000,108.0000000000000000,1.80000000000000000000,2.5000000000000000,0.60000000000000000000,1.90000000000000000000,300.0000000000000000,1100.0000000000000000,910.0000000000000000,2100.0000000000000000,95.0000000000000000,490.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",3810.0,RIVER KULSI AT CHAYGAON NEAR NH37 CROSSING,20.0000000000000000,34.0000000000000000,5.9000000000000000,9.1000000000000000,7.1000000000000000,7.8000000000000000,96.0000000000000000,122.0000000000000000,2.3000000000000000,2.7000000000000000,0.70000000000000000000,2.0000000000000000,610.0000000000000000,1100.0000000000000000,1100.0000000000000000,2100.0000000000000000,210.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",3811.0,RIVER PUTHIMARI NEAR PUTHIMARI CHOWK AT NH CROSSING,19.0000000000000000,34.0000000000000000,5.7000000000000000,8.3000000000000000,7.0000000000000000,8.0000000000000000,140.0000000000000000,178.0000000000000000,2.1000000000000000,2.7000000000000000,0.60000000000000000000,1.20000000000000000000,620.0000000000000000,930.0000000000000000,1400.0000000000000000,2300.0000000000000000,210.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",4344.0,"RIVER TIHU (NEAR BRIDGE ALONG NH-31) TIHU, NALBARI",20.0000000000000000,32.0000000000000000,5.0000000000000000,8.7000000000000000,6.8000000000000000,7.7000000000000000,105.0000000000000000,146.0000000000000000,2.0000000000000000,2.5000000000000000,0.60000000000000000000,1.00000000000000000000,610.0000000000000000,930.0000000000000000,1400.0000000000000000,2000.0000000000000000,210.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",4345.0,"RIVER SINGRA (NEAR BRIDGE ALONG NH-37) BOKO, KAMRUP",19.0000000000000000,34.0000000000000000,5.5000000000000000,10.4000000000000000,6.9000000000000000,7.3000000000000000,102.0000000000000000,118.0000000000000000,2.0000000000000000,2.5000000000000000,0.60000000000000000000,1.80000000000000000000,360.0000000000000000,940.0000000000000000,910.0000000000000000,2100.0000000000000000,120.0000000000000000,240.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5135.0,"RIVER AIE NEAR RAKHALDUBI DIST., BONGAIGAON, ASSAM",20.0000000000000000,33.0000000000000000,5.1000000000000000,5.5000000000000000,6.8000000000000000,7.4000000000000000,130.0000000000000000,178.0000000000000000,2.0000000000000000,2.6000000000000000,0.60000000000000000000,1.30000000000000000000,360.0000000000000000,730.0000000000000000,1100.0000000000000000,1500.0000000000000000,95.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5138.0,"RIVER, TUNIA U/S BRPL, DHALIGAON, DIST. CHIRANG, ASSAM",21.0000000000000000,35.0000000000000000,4.4000000000000000,5.4000000000000000,6.9000000000000000,7.5000000000000000,130.0000000000000000,168.0000000000000000,2.0000000000000000,2.7000000000000000,0.60000000000000000000,2.1000000000000000,360.0000000000000000,720.0000000000000000,910.0000000000000000,1600.0000000000000000,150.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5139.0,"RIVER JAMUNA AT DOBOKA NEAR BRIDGE, DIST. HOJAI",19.0000000000000000,30.0000000000000000,5.0000000000000000,6.9000000000000000,6.9000000000000000,7.6000000000000000,128.0000000000000000,164.0000000000000000,2.1000000000000000,2.4000000000000000,0.60000000000000000000,1.60000000000000000000,360.0000000000000000,940.0000000000000000,1100.0000000000000000,2000.0000000000000000,120.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5140.0,"RIVER BONDANJAN, SLUICE GATE, BIRKUCHI NARENGI TINIALI, KHARGHULI, NO. 2",18.0000000000000000,30.0000000000000000,4.5000000000000000,5.4000000000000000,6.9000000000000000,7.4000000000000000,116.0000000000000000,178.0000000000000000,2.0000000000000000,2.6000000000000000,0.60000000000000000000,2.0000000000000000,1500.0000000000000000,2100.0000000000000000,3400.0000000000000000,3600.0000000000000000,460.0000000000000000,490.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5141.0,"RIVER BASISTHA BASISTHA CHARIALI, NUTAN BAZAAR,",19.0000000000000000,33.0000000000000000,4.8000000000000000,7.5000000000000000,6.9000000000000000,7.8000000000000000,130.0000000000000000,168.0000000000000000,2.0000000000000000,2.6000000000000000,0.40000000000000000000,1.40000000000000000000,1500.0000000000000000,2100.0000000000000000,2800.0000000000000000,3600.0000000000000000,400.0000000000000000,490.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5142.0,"RIVER PAMOHI GACHUK, PAMOHI ROAD, GUWAHATI",21.0000000000000000,34.0000000000000000,4.3000000000000000,5.4000000000000000,7.0000000000000000,7.5000000000000000,190.0000000000000000,278.0000000000000000,2.0000000000000000,2.7000000000000000,0.60000000000000000000,2.2000000000000000,1400.0000000000000000,2000.0000000000000000,2400.0000000000000000,3500.0000000000000000,290.0000000000000000,490.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5144.0,RIVER KALANADI NEAR BAMUNJULI BRIDGE CROSSING AT MANGALDOI BHUTIACHANG,18.0000000000000000,18.0000000000000000,8.6000000000000000,8.6000000000000000,7.2000000000000000,7.2000000000000000,194.0000000000000000,194.0000000000000000,2.1000000000000000,2.1000000000000000,0.90000000000000000000,0.90000000000000000000,910.0000000000000000,910.0000000000000000,2000.0000000000000000,2000.0000000000000000,290.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5599.0,RIVER GADADHAR AT GOLKGANJ BRIDGE,17.0000000000000000,32.0000000000000000,5.3000000000000000,5.6000000000000000,6.8000000000000000,7.4000000000000000,120.0000000000000000,140.0000000000000000,2.0000000000000000,2.3000000000000000,0.60000000000000000000,1.00000000000000000000,360.0000000000000000,1100.0000000000000000,1100.0000000000000000,2000.0000000000000000,120.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5600.0,RIVER NAMDANG NEAR BRIDGE AT HATI PATTY GELEKY,18.0000000000000000,31.0000000000000000,5.0000000000000000,6.6000000000000000,6.5000000000000000,7.0000000000000000,132.0000000000000000,208.0000000000000000,1.70000000000000000000,2.5000000000000000,0.60000000000000000000,1.10000000000000000000,300.0000000000000000,360.0000000000000000,720.0000000000000000,910.0000000000000000,100.0000000000000000,140.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5601.0,RIVER NAMDANG AT KALUGAON,18.0000000000000000,30.0000000000000000,5.1000000000000000,7.2000000000000000,6.5000000000000000,7.2000000000000000,118.0000000000000000,188.0000000000000000,2.1000000000000000,2.6000000000000000,0.70000000000000000000,1.00000000000000000000,300.0000000000000000,720.0000000000000000,730.0000000000000000,1400.0000000000000000,100.0000000000000000,260.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5602.0,"RIVER KAPILI AT KHERONI GHAT NEAR BRIDGE, WEST KARBI ANGLONG , KHERONI",22.0000000000000000,29.0000000000000000,5.3000000000000000,8.0000000000000000,6.8000000000000000,7.6000000000000000,118.0000000000000000,142.0000000000000000,2.2000000000000000,2.5000000000000000,0.60000000000000000000,0.90000000000000000000,720.0000000000000000,930.0000000000000000,1400.0000000000000000,2000.0000000000000000,120.0000000000000000,460.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5603.0,"RIVER DALOO AT DALOO, CACHAR",22.0000000000000000,28.0000000000000000,5.0000000000000000,5.6000000000000000,7.2000000000000000,7.4000000000000000,128.0000000000000000,142.0000000000000000,2.1000000000000000,2.7000000000000000,0.60000000000000000000,1.00000000000000000000,300.0000000000000000,930.0000000000000000,620.0000000000000000,2000.0000000000000000,95.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5604.0,"RIVER EGO (SIMEN) NEAR SIMENCHAPORI BRIDGE,DHEMAJI",22.0000000000000000,24.0000000000000000,5.8000000000000000,8.6000000000000000,7.0000000000000000,8.0000000000000000,148.0000000000000000,198.0000000000000000,2.0000000000000000,2.3000000000000000,0.60000000000000000000,0.80000000000000000000,300.0000000000000000,910.0000000000000000,620.0000000000000000,2000.0000000000000000,95.0000000000000000,290.0000000000000000
India,Assam,"Calendar Year (Jan - Dec), 2023",5605.0,RIVER DISANG AT NANGALMARA GHAT,17.0000000000000000,29.0000000000000000,5.5000000000000000,7.4000000000000000,7.0000000000000000,7.5000000000000000,126.0000000000000000,176.0000000000000000,1.80000000000000000000,2.5000000000000000,0.70000000000000000000,1.10000000000000000000,360.0000000000000000,910.0000000000000000,730.0000000000000000,2800.0000000000000000,130.0000000000000000,350.0000000000000000
