Country,State,Year,Station Code,Monitoring Location,"Minimum Temperature For Medium And Minor Rivers (UOM:°C(Centigrade)), Scaling Factor:1","Maximum Temperature For Medium And Minor Rivers (UOM:°C(Centigrade)), Scaling Factor:1","Minimum Value Of Dissolved Oxygen (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Value Of Dissolved Oxygen (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum Potential Of Hydrogen Value In Water (UOM:pH), Scaling Factor:1","Maximum Potential Of Hydrogen Value In Water (UOM:pH), Scaling Factor:1","Minimum Conductivity Level (UOM:µmhos/cm(micromhospercentimeter)), Scaling Factor:1","Maximum Conductivity Level (UOM:µmhos/cm(micromhospercentimeter)), Scaling Factor:1","Minimum Biochemical Oxygen Demand (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum Biochemical Oxygen Demand (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Nitrate N + Nitrite N Required For Medium And Minor Rivers (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Maximum  Of Nitrate N + Nitrite N Required For Medium And Minor Rivers (UOM:mg/L(Milligramsperliter)), Scaling Factor:1","Minimum  Of Fecal Coliforms For Medium And Minor Rivers (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum   Of Fecal Coliforms For Medium And Minor Rivers (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum  Of Total Coliform For Medium And Minor Rivers (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum  Of Total Coliform For Medium And Minor Rivers (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Minimum Fecal Streptococci Required For Different Water Bodies (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1","Maximum Fecal Streptococci Required For Different Water Bodies (UOM:MPN/100ml(MostprobableNumberper100mililiters)), Scaling Factor:1"
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2663.0,"RIVER DARNA AT BHAGUR PUMPING STATION NEAR PANDHURLI BRIDGE, VILLAGE- BHAGUR, TALUKA-NASHIK, DISTRICT- NASHIK.",20.0000000000000000,28.0000000000000000,5.8000000000000000,7.2000000000000000,7.3000000000000000,7.9000000000000000,158.0000000000000000,500.0000000000000000,2.6000000000000000,3.8000000000000000,0.37000000000000000000,3.7700000000000000,4.0000000000000000,8.0000000000000000,40.0000000000000000,85.0000000000000000,2.0000000000000000,4.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2664.0,"RIVER DARNA AT SANSARI, VILLAGE- SANSARI,TALUKA- NASHIK,DISTRICT- NASHIK.",20.0000000000000000,28.0000000000000000,5.3000000000000000,7.1000000000000000,7.0000000000000000,8.0000000000000000,175.0000000000000000,625.0000000000000000,2.8000000000000000,4.0000000000000000,0.30000000000000000000,5.9100000000000000,4.0000000000000000,6.0000000000000000,31.0000000000000000,58.0000000000000000,2.0000000000000000,4.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2670.0,"RIVER KAN AT SAKRI WATER WORKS, VILLAGE. SAKRI, TALUKA. DHULE, DISTRICT. DHULE.",16.0000000000000000,22.0000000000000000,5.6000000000000000,7.0000000000000000,7.2000000000000000,7.8000000000000000,333.0000000000000000,1584.0000000000000000,2.6000000000000000,3.8000000000000000,1.97000000000000000000,5.9600000000000000,4.0000000000000000,6.0000000000000000,40.0000000000000000,75.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2671.0,"RIVER KUNDALIKA NEAR SALAV BRIDGE (SALINE ZONE), VILLAGE-SALAV, TALUKA- ROHA, DISTRICT- RAIGAD.",27.0000000000000000,31.0000000000000000,4.0000000000000000,6.7000000000000000,7.0000000000000000,8.2000000000000000,15370.0000000000000000,55320.000000000000,5.0000000000000000,18.0000000000000000,0.47000000000000000000,2.9700000000000000,8.0000000000000000,130.0000000000000000,33.0000000000000000,920.0000000000000000,2.0000000000000000,7.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2672.0,"RIVER KUNDALIKA AT DHATAV AT JACKWELL, VILLAGE. DHATAV ,TALUKA. ROHA, DISTRICT. RAIGAD.",27.0000000000000000,35.0000000000000000,5.4000000000000000,7.5000000000000000,7.5000000000000000,8.6000000000000000,71.0000000000000000,101.0000000000000000,1.00000000000000000000,3.5000000000000000,0.30000000000000000000,0.54000000000000000000,2.0000000000000000,49.0000000000000000,13.0000000000000000,170.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2676.0,"RIVER MUCHKUNDI AT WAKED, RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., VILLAGE- WAKED, TALUKA- LANJA, DISTRICT- RATNAGIRI.",25.0000000000000000,31.0000000000000000,6.0000000000000000,8.0000000000000000,7.2000000000000000,8.2000000000000000,78.0000000000000000,6144.0000000000000000,1.80000000000000000000,3.0000000000000000,0.30000000000000000000,0.71000000000000000000,4.0000000000000000,7.0000000000000000,15.0000000000000000,26.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2685.0,"RIVER PATALGANGA AT D/S OF KHARPADA BRIDGE , VILLAGE- KHARPADA, TALUKA- KHALAPUR, DISTRICT- RAIGAD.",26.0000000000000000,33.0000000000000000,5.4000000000000000,7.0000000000000000,6.9000000000000000,7.9000000000000000,70.0000000000000000,8233.0000000000000000,2.2000000000000000,8.0000000000000000,0.79000000000000000000,2.7900000000000000,2.0000000000000000,110.0000000000000000,23.0000000000000000,540.0000000000000000,2.0000000000000000,9.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2686.0,"RIVER PATALGANGA AT VYAL PUMP HOUSE, VILLAGE. VYAL, TALUKA. KHALAPUR, DISTRICT. RAIGAD.",27.0000000000000000,32.0000000000000000,6.2000000000000000,7.3000000000000000,7.0000000000000000,8.1000000000000000,78.0000000000000000,217.0000000000000000,2.2000000000000000,5.0000000000000000,0.30000000000000000000,1.19000000000000000000,2.0000000000000000,22.0000000000000000,17.0000000000000000,130.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2687.0,"RIVER PATALGANGA AT KHALAPUR PUMPING STATION, VILLAGE- KHALAPUR, TALUKA- KHALAPUR, DISTRICT- RAIGAD.",27.0000000000000000,33.0000000000000000,6.2000000000000000,7.4000000000000000,7.0000000000000000,8.1000000000000000,74.0000000000000000,218.0000000000000000,2.2000000000000000,5.0000000000000000,0.30000000000000000000,1.23000000000000000000,2.0000000000000000,49.0000000000000000,23.0000000000000000,120.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2688.0,"RIVER PATALGANGA AT SAVROLI BRIDGE, VILLAGE- SAVROLI,TALUKA- KHALAPUR,DISTRICT- RAIGAD.",26.0000000000000000,32.0000000000000000,5.8000000000000000,7.4000000000000000,7.0000000000000000,8.2000000000000000,80.0000000000000000,218.0000000000000000,2.2000000000000000,5.0000000000000000,0.30000000000000000000,1.22000000000000000000,2.0000000000000000,110.0000000000000000,40.0000000000000000,540.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2689.0,"RIVER PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, VILLAGE- KHOPOLI, TALUKA- KHALAPUR, DISTRICT- RAIGAD.",26.0000000000000000,32.0000000000000000,6.3000000000000000,7.5000000000000000,7.2000000000000000,8.1000000000000000,51.0000000000000000,254.0000000000000000,2.2000000000000000,5.0000000000000000,0.30000000000000000000,0.96000000000000000000,2.0000000000000000,49.0000000000000000,23.0000000000000000,280.0000000000000000,2.0000000000000000,9.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2696.0,"PEHLAR DAM ON PEHLAR RIVER- INLET OF WATER WORKS, VILLAGE- PEHLAR, TALUKA- VASAI, DISTRICT- PALGHAR.",26.0000000000000000,32.0000000000000000,6.0000000000000000,7.5000000000000000,7.2000000000000000,8.2000000000000000,109.0000000000000000,1758.0000000000000000,1.00000000000000000000,4.0000000000000000,0.30000000000000000000,0.86000000000000000000,2.0000000000000000,32.0000000000000000,22.0000000000000000,140.0000000000000000,2.0000000000000000,5.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2701.0,"RIVER SAVITRI JACKWELL AT UPSA KENDRE, VILLAGE. NANGALWADI, TALUKA. MAHAD, DISTRICT. RAIGAD.",25.0000000000000000,38.0000000000000000,6.2000000000000000,7.7000000000000000,7.1000000000000000,8.4000000000000000,85.0000000000000000,336.0000000000000000,1.80000000000000000000,3.0000000000000000,0.35000000000000000000,1.38000000000000000000,6.0000000000000000,13.0000000000000000,21.0000000000000000,47.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2702.0,"RIVER SAVITRI AT SHEDAV DOV, VILLAGE. SHEDAV DOV, TALUKA. MAHAD, DISTRICT. RAIGAD.",25.0000000000000000,38.0000000000000000,6.6000000000000000,7.8000000000000000,7.3000000000000000,8.2000000000000000,83.0000000000000000,1604.0000000000000000,1.80000000000000000000,2.8000000000000000,0.41000000000000000000,2.1400000000000000,6.0000000000000000,11.0000000000000000,24.0000000000000000,47.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2703.0,"RIVER SAVITRI AT DADLI ROAD BRIDGE, VILLAGE. DADLI, TALUKA. MAHAD, DISTRICT. RAIGAD.",25.0000000000000000,38.0000000000000000,6.4000000000000000,7.8000000000000000,7.1000000000000000,8.2000000000000000,76.0000000000000000,33830.000000000000,1.80000000000000000000,3.4000000000000000,0.92000000000000000000,1.68000000000000000000,6.0000000000000000,11.0000000000000000,26.0000000000000000,47.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2704.0,"RIVER SAVITRI AT MUTHAVALI VILLAGE, VILLAGE. MUTHAVALI, TALUKA. MAHAD, DISTRICT. RAIGAD.",25.0000000000000000,38.0000000000000000,6.7000000000000000,7.7000000000000000,7.3000000000000000,8.0000000000000000,79.0000000000000000,41440.000000000000,1.80000000000000000000,10.6000000000000000,0.54000000000000000000,3.4700000000000000,6.0000000000000000,12.0000000000000000,25.0000000000000000,46.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2706.0,"RIVER SURYA AT U/S OF SURYA DAM, VILLAGE- DHAMNI, TALUKA- VIKRAMGAD, DISTRICT- PALGHAR.",26.0000000000000000,26.0000000000000000,5.4000000000000000,7.5000000000000000,7.6000000000000000,8.9000000000000000,114.0000000000000000,321.0000000000000000,1.00000000000000000000,5.0000000000000000,0.30000000000000000000,0.58000000000000000000,2.0000000000000000,13.0000000000000000,11.0000000000000000,240.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2707.0,"RIVER SURYA AT MIDC PUMPING STATION ON BOISAR - CHILLARPHATA ROAD, VILLAGE- GARVASHET, TALUKA- PALGHAR, DISTRICT- PAKGHAR",26.0000000000000000,26.0000000000000000,5.0000000000000000,7.5000000000000000,7.5000000000000000,8.9000000000000000,112.0000000000000000,245.0000000000000000,2.2000000000000000,4.0000000000000000,0.30000000000000000000,0.58000000000000000000,2.0000000000000000,17.0000000000000000,2.0000000000000000,240.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2708.0,"RIVER SURYA AT INTAKE OF VASAI-VIRAR WATER SCHEME, VILLAGE- MASVAN, TALUKA- PALGHAR, DISTRICT- PALGHAR.",26.0000000000000000,26.0000000000000000,5.2000000000000000,7.5000000000000000,7.6000000000000000,8.8000000000000000,113.0000000000000000,284.0000000000000000,2.2000000000000000,4.0000000000000000,0.30000000000000000000,0.58000000000000000000,2.0000000000000000,23.0000000000000000,7.0000000000000000,140.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2709.0,"RIVER TANSA NEAR ROAD BRIDGE, VILLAGE- DAKEWALI, TALUKA- WADA, DISTRICT- PALGHAR.",19.0000000000000000,32.0000000000000000,6.5000000000000000,7.5000000000000000,7.6000000000000000,8.5000000000000000,71.0000000000000000,263.0000000000000000,1.00000000000000000000,4.0000000000000000,0.30000000000000000000,0.31000000000000000000,2.0000000000000000,17.0000000000000000,17.0000000000000000,79.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2712.0,"RIVER VAITARNA NEAR ROAD BRIDGE, VILLAGE- GANDHARE, TALUKA- WADA, DISTRICT- PALGHAR.",19.0000000000000000,29.0000000000000000,6.5000000000000000,7.5000000000000000,7.7000000000000000,8.5000000000000000,74.0000000000000000,236.0000000000000000,1.00000000000000000000,4.0000000000000000,0.30000000000000000000,0.30000000000000000000,2.0000000000000000,21.0000000000000000,23.0000000000000000,70.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2713.0,"RIVER VASHISHTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, VILLAGE- KHERDI, TALUKA- CHIPLUN, DISTRICT- RATNAGIRI.",27.0000000000000000,33.0000000000000000,6.4000000000000000,7.7000000000000000,7.3000000000000000,7.9000000000000000,50.0000000000000000,98.0000000000000000,1.00000000000000000000,3.0000000000000000,0.30000000000000000000,0.52000000000000000000,4.0000000000000000,8.0000000000000000,17.0000000000000000,26.0000000000000000,2.0000000000000000,2.0000000000000000
India,Maharashtra,"Calendar Year (Jan - Dec), 2023",2714.0,"RIVER VASHISHTI AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, VILLAGE- POPHALI, TALUKA- CHIPLUN, DISTRICT- RATNAGIRI.",27.0000000000000000,33.0000000000000000,6.8000000000000000,7.8000000000000000,7.4000000000000000,8.4000000000000000,43.0000000000000000,111.0000000000000000,1.80000000000000000000,5.0000000000000000,0.30000000000000000000,0.52000000000000000000,4.0000000000000000,9.0000000000000000,17.0000000000000000,39.0000000000000000,2.0000000000000000,2.0000000000000000
India,Manipur,"Calendar Year (Jan - Dec), 2023",1424.0,RIVER IMPHAL AT MAHABALI,19.0000000000000000,29.0000000000000000,6.7000000000000000,7.4000000000000000,7.2000000000000000,7.5000000000000000,140.0000000000000000,240.0000000000000000,3.1000000000000000,3.3000000000000000,0.00000000000000000000,0.00000000000000000000,55.0000000000000000,80.0000000000000000,90.0000000000000000,190.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1457.0,RIVER IMPHAL AT KOIRENGEI,19.0000000000000000,29.0000000000000000,7.1000000000000000,7.5000000000000000,7.2000000000000000,7.4000000000000000,140.0000000000000000,230.0000000000000000,2.9000000000000000,3.3000000000000000,0.00000000000000000000,0.00000000000000000000,40.0000000000000000,60.0000000000000000,75.0000000000000000,150.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1458.0,RIVER IRIL AT PORAMPET,18.0000000000000000,28.0000000000000000,7.2000000000000000,7.5000000000000000,7.3000000000000000,7.5000000000000000,210.0000000000000000,350.0000000000000000,3.0000000000000000,3.3000000000000000,0.00000000000000000000,0.00000000000000000000,45.0000000000000000,60.0000000000000000,70.0000000000000000,110.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1624.0,RIVER IRIL AT LILONG,19.0000000000000000,29.0000000000000000,7.0000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,150.0000000000000000,280.0000000000000000,3.1000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,55.0000000000000000,75.0000000000000000,100.0000000000000000,195.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1625.0,RIVER NAMBUL AT HUMP BRIDGE,20.0000000000000000,28.0000000000000000,5.3000000000000000,7.0000000000000000,6.9000000000000000,7.1000000000000000,280.0000000000000000,780.0000000000000000,4.1000000000000000,4.8000000000000000,0.00000000000000000000,0.00000000000000000000,195.0000000000000000,240.0000000000000000,755.0000000000000000,1400.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1626.0,RIVER NAMBUL AT HEIRANGOITHONG,20.0000000000000000,28.0000000000000000,5.1000000000000000,7.1000000000000000,6.8000000000000000,7.5000000000000000,300.0000000000000000,720.0000000000000000,4.2000000000000000,4.7000000000000000,0.00000000000000000000,0.00000000000000000000,200.0000000000000000,255.0000000000000000,785.0000000000000000,1265.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1627.0,RIVER IMPHAL AT KIYAMGI,19.0000000000000000,29.0000000000000000,7.1000000000000000,7.5000000000000000,7.0000000000000000,7.4000000000000000,120.0000000000000000,320.0000000000000000,3.0000000000000000,4.1000000000000000,0.00000000000000000000,0.00000000000000000000,60.0000000000000000,95.0000000000000000,135.0000000000000000,195.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1628.0,RIVER IMPHAL AT MINUTHONG,19.0000000000000000,29.0000000000000000,7.0000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,150.0000000000000000,210.0000000000000000,3.1000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,55.0000000000000000,80.0000000000000000,120.0000000000000000,175.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1926.0,"RIVER KHUJAIROK NEAR ELORA HOTEL ROAD, MOREH",20.0000000000000000,28.0000000000000000,6.1000000000000000,7.3000000000000000,6.8000000000000000,7.2000000000000000,340.0000000000000000,390.0000000000000000,3.3000000000000000,4.5000000000000000,0.00000000000000000000,0.00000000000000000000,120.0000000000000000,260.0000000000000000,295.0000000000000000,800.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",1927.0,"RIVER SEKMAI RIVER, KAKCHING",19.0000000000000000,28.0000000000000000,7.0000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,140.0000000000000000,190.0000000000000000,3.0000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,20.0000000000000000,70.0000000000000000,65.0000000000000000,125.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2852.0,RIVER MANIPUR AT SEKMAIJIN,19.0000000000000000,28.0000000000000000,7.2000000000000000,7.4000000000000000,7.2000000000000000,7.5000000000000000,160.0000000000000000,210.0000000000000000,3.2000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,60.0000000000000000,85.0000000000000000,140.0000000000000000,225.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2853.0,RIVER THOUBAL ON MAPITHEL DAM,19.0000000000000000,28.0000000000000000,7.1000000000000000,7.4000000000000000,7.3000000000000000,7.5000000000000000,150.0000000000000000,220.0000000000000000,2.9000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,15.0000000000000000,45.0000000000000000,55.0000000000000000,140.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2854.0,RIVER THOUBAL AT PHADOM,19.0000000000000000,29.0000000000000000,7.1000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,160.0000000000000000,198.0000000000000000,3.2000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,20.0000000000000000,55.0000000000000000,50.0000000000000000,80.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2855.0,RIVER WANGJING AT HEIROK,19.0000000000000000,29.0000000000000000,7.1000000000000000,7.4000000000000000,7.1000000000000000,7.4000000000000000,160.0000000000000000,212.0000000000000000,3.2000000000000000,3.5000000000000000,0.00000000000000000000,0.00000000000000000000,45.0000000000000000,60.0000000000000000,80.0000000000000000,135.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2856.0,RIVER THOUBAL AT YAIRIPOK,19.0000000000000000,29.0000000000000000,7.0000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,220.0000000000000000,280.0000000000000000,3.2000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,45.0000000000000000,70.0000000000000000,95.0000000000000000,172.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2857.0,RIVER MANIPUR AT THOUBAL,20.0000000000000000,28.0000000000000000,6.7000000000000000,7.4000000000000000,7.1000000000000000,7.4000000000000000,180.0000000000000000,310.0000000000000000,3.1000000000000000,3.5000000000000000,0.00000000000000000000,0.00000000000000000000,60.0000000000000000,90.0000000000000000,125.0000000000000000,200.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2858.0,RIVER NAMBUL AT SAMUSANG (U.K. ROAD),19.0000000000000000,28.0000000000000000,6.7000000000000000,7.3000000000000000,6.8000000000000000,7.3000000000000000,130.0000000000000000,350.0000000000000000,4.1000000000000000,4.7000000000000000,0.00000000000000000000,0.00000000000000000000,90.0000000000000000,125.0000000000000000,200.0000000000000000,270.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2859.0,RIVER NAMBUL AT SINGDA DAM,18.0000000000000000,23.0000000000000000,7.3000000000000000,7.8000000000000000,7.2000000000000000,7.5000000000000000,108.0000000000000000,220.0000000000000000,3.1000000000000000,3.3000000000000000,0.00000000000000000000,0.00000000000000000000,15.0000000000000000,40.0000000000000000,30.0000000000000000,200.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2860.0,RIVER NAMBUL AT NAOREMTHONG,20.0000000000000000,28.0000000000000000,6.5000000000000000,7.2000000000000000,6.4000000000000000,7.3000000000000000,190.0000000000000000,320.0000000000000000,4.0000000000000000,4.5000000000000000,0.00000000000000000000,0.00000000000000000000,85.0000000000000000,125.0000000000000000,170.0000000000000000,325.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2862.0,RIVER IMPHAL AT SAMUROU,19.0000000000000000,28.0000000000000000,7.0000000000000000,7.6000000000000000,7.1000000000000000,7.4000000000000000,150.0000000000000000,270.0000000000000000,3.1000000000000000,3.5000000000000000,0.00000000000000000000,0.00000000000000000000,50.0000000000000000,90.0000000000000000,115.0000000000000000,165.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2863.0,RIVER IRIL AT KANGLA SIPHAI,19.0000000000000000,28.0000000000000000,7.2000000000000000,7.5000000000000000,7.2000000000000000,7.5000000000000000,160.0000000000000000,280.0000000000000000,3.0000000000000000,3.3000000000000000,0.00000000000000000000,0.00000000000000000000,40.0000000000000000,55.0000000000000000,50.0000000000000000,75.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2864.0,"RIVER IMPHAL NEAR LEIKINTHABI ROAD, AWANG SEKMAI",20.0000000000000000,29.0000000000000000,7.1000000000000000,7.5000000000000000,7.2000000000000000,7.4000000000000000,150.0000000000000000,250.0000000000000000,3.2000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,40.0000000000000000,95.0000000000000000,95.0000000000000000,165.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2867.0,RIVER MAHA NEAR KOMLATHABI BAZAR,18.0000000000000000,22.0000000000000000,7.0000000000000000,7.3000000000000000,7.2000000000000000,7.3000000000000000,240.0000000000000000,290.0000000000000000,3.2000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,15.0000000000000000,20.0000000000000000,40.0000000000000000,45.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2868.0,RIVER CHAKPI AT CHAKPIKARONG,18.0000000000000000,22.0000000000000000,7.1000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,180.0000000000000000,190.0000000000000000,3.1000000000000000,3.3000000000000000,0.00000000000000000000,0.00000000000000000000,5.0000000000000000,20.0000000000000000,40.0000000000000000,45.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2870.0,RIVER THOUBAL AT SHONG KONG,18.0000000000000000,23.0000000000000000,7.2000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,210.0000000000000000,230.0000000000000000,3.2000000000000000,4.4000000000000000,0.00000000000000000000,0.00000000000000000000,15.0000000000000000,25.0000000000000000,50.0000000000000000,74.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2871.0,RIVER THOUBAL KONG NEAR YAOLEN VILLAGE,19.0000000000000000,23.0000000000000000,6.7000000000000000,7.3000000000000000,7.2000000000000000,7.3000000000000000,220.0000000000000000,340.0000000000000000,3.1000000000000000,3.9000000000000000,0.00000000000000000000,0.00000000000000000000,20.0000000000000000,45.0000000000000000,50.0000000000000000,60.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2872.0,RIVER THOUBAL AT LITAN BRIDGE,19.0000000000000000,23.0000000000000000,7.3000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,180.0000000000000000,220.0000000000000000,3.0000000000000000,3.3000000000000000,0.00000000000000000000,0.00000000000000000000,30.0000000000000000,45.0000000000000000,60.0000000000000000,70.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2873.0,RIVER IRIL AT LILONG,21.0000000000000000,28.0000000000000000,6.9000000000000000,7.4000000000000000,7.2000000000000000,7.4000000000000000,210.0000000000000000,310.0000000000000000,3.1000000000000000,3.3000000000000000,0.00000000000000000000,0.00000000000000000000,55.0000000000000000,90.0000000000000000,120.0000000000000000,185.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2874.0,RIVER IRANG AT TAMENGLONG,18.0000000000000000,24.0000000000000000,7.1000000000000000,7.3000000000000000,7.2000000000000000,7.3000000000000000,150.0000000000000000,220.0000000000000000,3.2000000000000000,3.2000000000000000,0.00000000000000000000,0.00000000000000000000,5.0000000000000000,15.0000000000000000,30.0000000000000000,40.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2876.0,RIVER WANGJING AT WANGJING,19.0000000000000000,29.0000000000000000,7.2000000000000000,7.4000000000000000,7.1000000000000000,7.4000000000000000,190.0000000000000000,280.0000000000000000,3.2000000000000000,3.5000000000000000,0.00000000000000000000,0.00000000000000000000,6.0000000000000000,75.0000000000000000,130.0000000000000000,190.0000000000000000,,
India,Manipur,"Calendar Year (Jan - Dec), 2023",2879.0,RIVER MANIPUR AT ETHAI BARRAGE,18.0000000000000000,28.0000000000000000,6.9000000000000000,7.5000000000000000,7.1000000000000000,7.4000000000000000,160.0000000000000000,224.0000000000000000,3.1000000000000000,3.4000000000000000,0.00000000000000000000,0.00000000000000000000,60.0000000000000000,95.0000000000000000,150.0000000000000000,230.0000000000000000,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",1427.0,RIVER UMTREW AT BYRNIHAT EAST,14.0000000000000000,23.0000000000000000,6.8000000000000000,8.2000000000000000,6.8000000000000000,7.6000000000000000,41.0000000000000000,85.0000000000000000,1.70000000000000000000,2.6000000000000000,0.32000000000000000000,0.92000000000000000000,330.0000000000000000,630.0000000000000000,2100.0000000000000000,4300.0000000000000000,150.0000000000000000,320.0000000000000000
India,Meghalaya,"Calendar Year (Jan - Dec), 2023",1632.0,RIVER GANOL TURA,15.0000000000000000,22.0000000000000000,6.9000000000000000,7.9000000000000000,6.9000000000000000,7.5000000000000000,53.0000000000000000,72.0000000000000000,1.30000000000000000000,2.0000000000000000,0.32000000000000000000,0.55000000000000000000,79.0000000000000000,300.0000000000000000,540.0000000000000000,1200.0000000000000000,10.0000000000000000,79.0000000000000000
